"Word","Valence_lang","Arousal_lang","Dominance_lang","Valence_fam","Arousal_fam","Dominance_fam","Valence_mean","Arousal_mean","Dominance_mean"
"there",5.96569545830988,3.88505312971762,5.82951998078373,5.97925359528245,3.91058184460747,5.87704149616002,5.93223093361919,3.89611967429463,5.85046287922206
"robbery",3.53947368421053,5.31842105263158,4.16421052631579,3.54375,5.314375,4.2625,3.53375,5.23,4.2625
"instructor",5.74260162601626,3.60739837398374,5.5790243902439,5.6397,3.679,5.27886666666667,5.73757575757576,3.61060606060606,5.17787878787879
"gentle",6.57992570622923,3.62586059908213,6.12854474151304,6.50992949784425,3.48047325241287,6.20083210226943,6.48884148286803,3.4851600249769,6.19953533299287
"soft",6.1874396718527,3.58519667755195,5.855498528346,5.99267179175886,3.54913248738777,5.74011250193872,6.01297954036412,3.56071994860793,5.76262121484419
"guest",5.39733333333333,3.89466666666667,5.62533333333333,5.39333333333333,3.93416666666667,5.67083333333333,5.38,3.91833333333333,5.63666666666667
"foreigner",4.45071428571429,4.95214285714286,4.51571428571429,4.48285714285714,4.82142857142857,4.59285714285714,4.53,4.8975,4.6175
"station",5.48218564616941,3.53380187392433,5.58305977094534,5.43689176717448,3.53650553337182,5.58241641993743,5.43843888122197,3.50497851464276,5.58247809177264
"not yet",6.15901190310059,3.28224936332018,5.9277871376353,6.11425759051422,3.31618525355262,5.89914568007057,6.08927530865555,3.31645941977945,5.88799333877558
"condition",5.04905062735867,3.80838734154565,5.48420284342975,5.11240812306778,3.7508520667145,5.49901613271892,5.13742946139664,3.75076844847616,5.46959863504983
"ladder",5.42615384615385,3.94076923076923,5.43615384615385,5.52666666666667,4.08222222222222,5.45777777777778,5.494,4.004,5.476
"sound",5.83924877971626,4.14910609646393,5.89378955602952,5.89504671684101,4.14729063059858,5.87532266215127,5.93763172828848,4.10829357186476,5.8981877980004
"sadness",2.82439455782313,4.58162585034014,3.63091836734694,2.78349999999995,4.32426315789465,3.65684210526309,2.78648484848485,4.21321212121212,3.66727272727273
"sore",3.91238688018382,4.65118757952402,4.39944079196891,4.08828541064737,4.62499113527162,4.48065994709449,4.14742673198493,4.59667729595613,4.50883178378992
"ground",5.58666670299767,3.53848785272864,5.60217994019917,5.58057089621372,3.48988236692431,5.56923120754809,5.58212763007917,3.46583900680817,5.57562382551369
"smooth",5.99930194447267,3.4147610888864,5.88664449596114,6.05166227012881,3.42277321364743,5.98733692656351,6.07645909803414,3.41230275627303,5.99713674543014
"little",5.26505562801819,3.7411349594835,5.07834571997005,5.26655299003609,3.78043018660271,5.09313602730772,5.25341908288701,3.7687603993336,5.03316448481598
"leather",6.35714285714286,4.17571428571429,6.00285714285714,6.34777777777778,4.14222222222222,6.00222222222222,6.16,3.926,5.604
"sit",5.47804733727811,3.44284023668639,5.92020710059172,5.59051282051282,3.49632478632479,5.83918803418803,5.36384615384615,3.5174358974359,5.77529914529914
"fit",5.63100233510229,4.09415116744018,5.60306827475232,5.64665481363304,4.06443654657495,5.67453539373755,5.69517117328108,4.0577050193357,5.68971040763827
"short-cut",4.87830580711655,3.73717299425569,5.11107851959575,4.82248402842566,3.69250103558879,5.11312179793656,4.82028350388182,3.68650741813458,5.06253451171211
"shop",5.4659649122807,4.25263157894737,5.72421052631579,5.32045454545455,4.27863636363636,5.77909090909091,5.50857142857143,4.26285714285714,5.86785714285714
"boutique",5.90476190476191,4.12238095238095,5.63809523809524,5.885,4.25,5.75,5.88333333333333,4.08,5.76
"it",5.96343254877433,3.86569987318989,5.8097178756189,5.95879192910447,3.89065616348702,5.8317143790452,5.95543285899709,3.9044786029053,5.85371863087469
"hot",5.89778445210486,5.00897376858601,5.43445464924747,5.88695694329764,4.97737379949098,5.50153510555947,5.87829595455968,4.9306034567117,5.49962164301113
"boy",5.2967969924812,3.92205263157895,5.0419022556391,5.4822705313878,3.87777777775628,5.04062801930829,5.64470588235294,3.82895424836601,5.16869281045752
"brain",6.7148275862069,4.52793103448276,6.33931034482759,6.646,4.36266666666667,6.33133333333333,6.68571428571429,4.41,6.33428571428571
"intelligence",6.33902222222222,4.00617777777778,5.994,6.30929411764706,4.07011764705882,6.00423529411765,6.30929411764706,4.07011764705882,6.00423529411765
"intellect",6.27048780487805,4.52190243902439,6.0829756097561,6.37,4.39309090909091,6.16827272727273,6.39,4.58569230769231,6.13969230769231
"ocean",6.56,2.8,5.22,6.56,2.8,5.22,6.56,2.8,5.22
"list",5.34755630911812,3.66555931037515,5.57225762825511,5.28720220954633,3.57925797227811,5.57892974182772,5.33718078976096,3.58750138050243,5.5877315243336
"reason",5.61903046210133,4.16508470532093,5.87869879901376,5.74245114942529,4.15466379310345,5.96638218390805,5.7219768707483,4.14137142857143,5.98522585034014
"cause",5.49991214715202,4.2590046266292,5.67747019194835,5.5067583210609,4.31013674940737,5.63204662897575,5.47649821805098,4.30784544230154,5.58758930140073
"carpet",5,3.24,5.68,5,3.24,5.68,5,3.24,5.68
"chamber",5.58474164133739,3.82252279635258,5.44410334346504,5.646875,3.749375,5.5121875,5.65619047619048,3.79452380952381,5.50214285714286
"means",5.41830543776444,3.84630624321879,5.62132497240134,5.65253097284106,3.82812281145152,5.78286365516265,5.62220180236905,3.83982251780725,5.76510330171973
"road",5.65879885512107,3.90187137359603,5.45285680924113,5.65859558840304,3.85653657408186,5.42695977703629,5.67068615951788,3.88015814901547,5.42279217683356
"method",5.79989673194245,4.21710673568766,5.82831022541386,5.65077730993028,4.14609483887343,5.73356599329939,5.69210291928037,4.09855999207976,5.70733776277116
"right",6.13338534418719,4.01301486140857,6.02389677640427,6.13048710187816,4.04250475509899,6.01851901686282,6.13444823404851,4.04826212191146,6.02472771535126
"rent",4.72663032374289,4.22898921496101,4.9641692717705,4.52223138127253,4.31388455040617,4.97124859227867,4.5256038462959,4.29132639298418,4.96237225496907
"cousin",6.14833333333333,3.96777777777778,5.32011111111111,6.13366666666667,3.93522222222222,5.323,6.218,4.0025,5.437
"finished",6.14313926056881,3.72585591014471,6.09516629436909,6.03657011593581,3.79142367457818,5.99977121786508,6.12046784130912,3.78080356289964,6.09589595712977
"allowance",5.35473751435027,3.92932146893002,5.50220030795441,5.38515736204433,3.92359090732115,5.55171084388162,5.35826272553846,3.9297297767032,5.48641798079726
"dispute",4.02318521599585,5.05716022396073,4.89736362676883,4.24540944055944,4.85872925407925,4.93369207459207,4.21077196910822,4.80794782488352,4.94936799372607
"aim",5.75019539152491,4.34571752633567,6.12117535054178,5.70494250685071,4.21797958831247,6.01723653888325,5.65743909727667,4.20383138249463,5.92394227520846
"pupil",5.90444444444444,3.82611111111111,5.68777777777778,5.68272727272727,3.68,5.37545454545455,5.88166666666667,3.78833333333333,5.63666666666667
"advancement",6.44378571428571,4.64897142857143,6.33429285714286,6.40832857142855,4.7715857142857,6.37009999999998,6.50324675324675,4.8854025974026,6.35644155844156
"advance",6.00468259515741,4.34036995729997,5.99872237348242,6.02748804047848,4.38365452573022,6.01034586355377,6.01007526775303,4.38214466993936,6.01355197598534
"gain",6.20708410725088,4.35040046569121,6.20272995347873,6.11831781005325,4.31304683110576,6.1134029382901,6.10105215053219,4.31940576340354,6.15646580121365
"produce",6.21573352713178,4.19318798449612,5.88526114341085,6.07709430438842,4.13493930905696,5.86516153127918,6.11952083333333,4.14104166666667,5.90625694444444
"harvest",5.82310955018727,3.62576357615967,5.8216667223582,5.78738973287108,3.78016542069428,5.89193517824393,5.73817663042354,3.73658945838058,5.85395042467163
"choose",6.08751382227051,4.07530384982501,6.08972110330034,5.95678838174274,4.03564315352697,5.98069360755307,5.96469897959184,4.04241496598639,5.96508163265306
"mail",5.37578321678322,4.03396503496503,5.70717482517483,5.42452380952381,3.87452380952381,5.69619047619047,5.38464285714285,3.82785714285713,5.76392857142856
"miserable",3.52845802514673,4.25195251946373,4.17739987644876,3.40983306304746,4.32442699098805,4.17827892973417,3.42972671106657,4.32426152978461,4.16690258758614
"land",5.5448342030986,3.37239730897061,5.58612754226647,5.57413160613186,3.48790631067165,5.55433282326101,5.50945851951459,3.51736438782678,5.53934788080351
"dish",5.65923913327043,3.66578920565894,5.24528433294631,5.58989878415482,3.75594140121555,5.21567576351863,5.61692408432651,3.85157748609637,5.26135202447449
"board",5.08438058748404,3.48754789272031,5.33536143039591,5.19409090909091,3.40740909090909,5.30618181818182,5.20041666666663,3.40789062499998,5.34377604166663
"place",5.66533793408705,3.70519652152143,5.7337762458675,5.57769777454008,3.68131656466084,5.73786052849613,5.58347376392815,3.66021638237184,5.74003363321768
"location",5.27089774163173,3.71583968677988,5.53319892140822,5.23131850434327,3.66095450828629,5.56235084658603,5.2717917926015,3.61091597930887,5.49656353710026
"pit",4.54201221758615,4.07170277881743,4.88496282531022,4.54566356358139,4.06161808246777,4.95515823890429,4.56623780678016,4.05907066045455,4.9203979327708
"pig",4.69641975308642,3.24296296296296,4.90296296296296,4.73516666666667,3.429,5.0615,4.54333333333333,3.493,5.111
"bit",4.83286613915258,4.10796734105565,5.31559309245112,4.88030565223469,4.021999946074,5.33690946589867,4.86697115910424,3.98663286402082,5.31655289128238
"part",5.34376536876806,3.82706629313909,5.49985526390172,5.26582448570291,3.78615805885072,5.53966546957639,5.29293097629187,3.77977650148957,5.52205490656972
"fragment",5.05153633248353,3.72975312661197,5.29002242723247,4.91313385795548,3.77947305674388,5.35456057463686,4.95247883915646,3.73355810383338,5.30331540690131
"lump",5.11177616232277,3.87686350850251,5.45478256218233,5.06930023098213,3.84052879025625,5.40173479453386,5.06188776197255,3.7980276455577,5.39064800457165
"piece",4.96593093959895,3.74512330810219,5.36312301539336,5.0853396424902,3.75662557339047,5.40558989881295,5.22180358609988,3.83178533842622,5.4415015007873
"photo",6.15894736842105,3.66421052631579,6.36842105263158,6.12,3.69066666666667,6.26466666666667,6.01333333333333,3.715,6.08166666666667
"painting",6.50799934483427,3.56484523744912,6.63721965884861,6.37197448028883,3.66316773423397,6.40995230885693,6.38123204522287,3.71932999721991,6.34210128811046
"maybe",5.75978870050676,3.64294399707213,5.72922280559837,6.01167627964962,3.82192539880025,5.69092774244641,5.9742643114901,3.88899241245741,5.69983449066973
"pen",5.27697676409441,3.51185279442338,5.70772949737067,5.32122989404904,3.40787996543252,5.75387265226931,5.36133928571429,3.43733630952381,5.72825892857143
"gum",4.85359255566633,3.41183117314722,5.73351944167498,4.75969969969969,3.59363363363363,5.64594594594594,4.77054545454545,3.60963636363636,5.62569696969697
"bucket",4.80590476190476,2.78869841269841,5.34450793650794,5.12677777777778,3.16333333333333,5.51,5.17066666666667,3.36133333333333,5.67033333333333
"leaf",5.41911846153846,3.57946051282051,5.43751435897436,5.33692009987516,3.59977944236371,5.5849188514357,5.38654088050314,3.53494496855346,5.63015133647799
"overseer",4.834,3.47833333333333,5.11233333333333,4.76375,3.50791666666667,5.12104166666667,4.75625,3.65041666666667,5.14916666666667
"abroad",5.45042464534567,3.7104211498701,5.42819641478571,5.60744662705607,3.67982930974141,5.45830306341038,5.56693797061212,3.62058186792441,5.4355396541341
"out",5.19644276544951,3.851879069633,5.31473291273615,5.19895842214626,3.80116446269906,5.25513600174251,5.29189195420814,3.80882005830298,5.34047515750716
"ornament",6.43959651055274,3.83711797791063,6.25472896913385,6.46623768596358,3.86578296317386,6.1337733299265,6.44990539254815,3.87319867355207,6.17669995073298
"decoration",6.42761929074763,3.63040131347292,6.17832824596439,6.47442254546818,3.7148929501094,6.06833003568861,6.3954714600428,3.6606210431574,6.19928884509598
"direct",5.5484693727314,3.97855129205009,5.93202251462192,5.70367941193425,4.01960816052301,5.86852714450718,5.69601769516424,4.04053585963968,5.84643649405666
"command",5.15308196841247,3.97054191128918,5.61468635654866,5.14236170016307,3.99217608830149,5.59830773674386,5.11940037819142,4.00040420353736,5.54175801858458
"orator",5.32,4.35,5.47,5.32,4.35,5.47,5.32,4.35,5.47
"count",5.43584891259499,3.79560769684257,5.62312861186094,5.46765010806531,3.79337208667957,5.56923286467331,5.46862284080673,3.80666329556209,5.61412692861087
"at present",5.79285728190006,3.95280644690507,5.76744411406333,5.96814002498607,4.07895621418872,5.90737523732067,6.00775458067136,4.07762951344943,5.94108584038863
"is not",4.49627785570904,4.21836763830025,4.86284484488363,4.38594471398117,4.14587563566811,4.7124290646954,4.18405780947051,4.24030287299159,4.5849166651452
"nephew",6.274,3.14,5.312,6.24666666666667,3.05,5.30666666666667,6.315,3.275,5.32
"new",6.1067751203535,3.48742438781486,5.64884298666449,5.95088810532985,3.6572843533103,5.44456452071622,5.90153132096056,3.69893776971404,5.36607681354899
"net",5.5853966525278,3.58011377966296,5.46638226527571,5.43608851674638,3.73105861244017,5.3075179425837,5.38822807017544,3.76819298245614,5.19973684210526
"empty",4.42751026130941,3.72250196734608,4.57519228536559,4.56401470022018,3.86042861981955,4.6956561777388,4.55771671713998,3.88088542244039,4.69502564071928
"many",5.45328472892539,3.97439342448026,5.41759669222954,5.47294176785592,3.97824473848774,5.42387739902977,5.41508944450833,3.98731227713259,5.39774246059697
"cinema",7.03122895622896,4.92227272727273,5.94483164983165,6.96871794871795,4.87564102564103,6.08205128205128,6.97952380952381,4.77238095238095,6.08047619047619
"movie",6.44115252525252,4.66492727272727,6.0818202020202,6.52615384615385,4.70474358974359,6.06884615384615,6.62377551020408,4.65219387755102,6.04408163265306
"movie theater",6.94222222222222,5.67,5.99777777777778,6.9525,5.6225,6.005,6.96571428571427,5.56142857142856,6.0142857142857
"month",7,3.43,6.11,7,3.43,6.11,7,3.43,6.11
"money",6.45481615382377,4.78383983964968,6.05801866508409,6.45261137143909,4.9277246047591,6.03906407857274,6.41706925824364,4.89530281589392,6.03431856211983
"fault",3.55144070602362,4.38879970963029,4.23666694565573,3.61661945332656,4.44472960400983,4.25426081683619,3.66089625076696,4.41182256900919,4.28448898887465
"mercy",6.28955660872404,3.73749291855034,5.77754800812947,6.25027756985613,3.73922361580175,5.75493976226975,6.26660114082101,3.81540838097507,5.7692769742299
"meet",5.91435740006499,3.87385289456982,5.90729290470425,5.77666628788873,4.02984601053305,5.73730166838606,5.85492632849599,4.00074159526509,5.77986849663776
"drug",4.90334899866489,4.5281393858478,4.8495217623498,4.70039416799537,4.51654704393835,4.86171850582645,4.86823163841808,4.44647457627119,4.85494915254237
"medicine",5.51223602484472,4.48835403726708,5.30909937888199,5.67377777777778,4.44061111111111,5.53177777777778,5.73454545454545,4.44490909090909,5.57545454545455
"measure",5.30434650016491,3.99871367937729,5.56459981771433,5.29146541096175,3.90992303662228,5.43811451390623,5.27836460932353,3.91204782456942,5.41038876240705
"grade",5.61852599302088,3.66603648455066,5.66866293277548,5.6332861891288,3.66869392042494,5.65207760174046,5.61516459184156,3.6868498268359,5.6225484843586
"affair",5.42410422977471,4.11422429522538,5.55704162750219,5.33348798152767,4.18577661341782,5.54935513707028,5.2636156023762,4.24402440623744,5.56237589046694
"business",5.41043336454328,4.31141592596539,5.74769684004148,5.41978780986941,4.19605294460683,5.70770466080519,5.45567311195946,4.17020381807714,5.71842156909646
"case",5.11273362881829,4.02016521887812,5.40980650001019,5.14673816724594,4.03966102050981,5.44823592195761,5.16119642741965,4.03940932409148,5.40180510213954
"bazaar",6.4821381774866,3.72125074449077,5.87075044669446,6.43066666666667,3.78741666666667,5.844,6.49710526315789,3.84592105263158,5.86657894736842
"fair",6.29486232171123,4.0099613064219,5.9882569689556,6.2908691565191,3.97722193777628,5.99685063936521,6.28036310342223,4.00182981869327,5.99254782395203
"mark",5.21556663023671,3.87868540846114,5.63301140964095,5.23373127030098,3.90659793581894,5.55893721607362,5.23683049611868,3.88640428099044,5.55940415762827
"beat",4.94737779205786,4.73431577767422,5.3329055969892,4.94102569346658,4.68850014426704,5.34902475022969,4.97241568239018,4.64527426776914,5.33273153483528
"brand",5.67193178258884,3.85398501955633,5.59179710566437,5.65406300688674,3.82286563129398,5.58093080164458,5.63565597634116,3.81526072281634,5.56418476758027
"hit",5.14758701463421,4.64243393689243,5.24242474808429,4.92361632397084,4.7195649415995,5.18518943890099,4.88424222107019,4.72654871674576,5.19971714366955
"mansion",6.36071428571429,4.31214285714286,5.83285714285714,6.35636363636364,4.37454545454545,5.85818181818182,6.33,4.328,5.794
"male",6.35913125919088,4.48399856115719,5.86471396463175,6.22184235581408,4.57713698319834,5.86219570617324,6.27230211810295,4.56008967988708,5.81207178608333
"engine",5.49428571428571,3.95771428571429,5.46914285714286,5.52636363636364,4.05909090909091,5.46636363636364,5.564,4.226,5.488
"look",5.94819157650502,3.77273695950636,5.82492804822712,5.82567563842582,3.80965897955392,5.73339178875861,5.83116151863096,3.78718500288154,5.75489908732556
"deep",4.83791681267122,3.89495153118903,4.87486524636364,4.8138094927122,3.89753331165187,4.85308483745274,4.84398394041929,3.9239039909828,4.83434756449096
"connection",5.69469774700374,3.91522566901141,5.77947136546899,5.63373730880525,3.9001841100937,5.77401416360398,5.62747837204633,3.90433439638619,5.79223426750559
"as",5.94848980221925,3.93146637842159,5.69385705721811,5.96306264838797,3.97606331332401,5.73126954535331,5.95056623724939,3.96598166467261,5.7264566543386
"hood",5.50147609147609,3.42363825363825,5.64968814968815,5.4925,3.42683333333333,5.615,5.327,3.5132,5.485
"cover",5.33387484806066,3.75222699736999,5.46893434657988,5.38025521314734,3.78778314919761,5.46885185250414,5.39897936845736,3.72775394462428,5.52012695670548
"left",4.30168298627874,4.21860510983299,4.82515302267212,3.96010410995881,4.30558287312312,4.64677719220868,4.25158326253996,4.23138710454819,4.80648986978729
"leave",4.8561760221338,3.93131687395513,5.07609938119408,4.94325625663157,4.04735551617778,5.19611577754805,4.96771704539773,4.05867073777729,5.20983148176999
"leader",5.41323076923077,3.89446153846154,5.59061538461538,5.495,3.90423076923077,5.64653846153846,5.51733333333333,3.89266666666667,5.836
"end",5.16188850755188,4.24588157586141,5.41767985140251,5.27448758425109,4.18302513768011,5.43527271892908,5.31632166876338,4.20674799373262,5.43398057768121
"language",5.75760864854826,3.95579265461524,5.95075628366248,5.77767763471626,3.90182641869337,5.76776824034335,5.80608803301238,3.95698211829436,5.86098762035763
"earth",5.66550264550265,3.35036684303351,5.45122751322751,5.86657952069717,3.50993736383442,5.52397603485839,5.82178628389155,3.47755183413078,5.48000797448166
"kind",6.76365920489121,3.97332420837797,6.26250044460953,6.59382791664361,4.00614438251126,6.1118695123862,6.62017637762942,3.98109763262043,6.13755157825194
"destroy",3.32533988443449,5.29336663592171,4.64713970575967,3.35695679679699,5.16986353046796,4.64992015604409,3.31061123969286,5.23131083657971,4.6644350861629
"kill",3.72519230769231,5.18961538461538,4.515,3.6008,4.9508,4.558,3.68,4.92666666666667,4.65
"key",5.45777565431036,3.88617295445982,5.87860440316443,5.4087807986104,3.8853850424466,5.8209215327358,5.41517108754814,3.9191029173825,5.81780874566584
"gladness",7.91708429966742,5.83574300083593,6.63716596875512,7.85707021081518,5.6409910591989,6.56096062259215,7.6358884801519,5.59907886924932,6.3943562022661
"journey",5.9918204883105,4.27726254101388,5.74663717294684,6.08526571569032,4.27760019397866,5.76708829792288,6.1009612535055,4.24208640662672,5.70569561815237
"his",5.92918067494012,3.64588746099194,5.68606724196245,5.92584979903528,3.66032547374221,5.71562184698744,5.91263789694095,3.63630886872129,5.71006787811266
"are",5.42367484706777,3.58349920858365,5.35284631542172,5.39058703425776,3.60151435273281,5.47650956414849,5.38186978906316,3.61565424213844,5.47758170814631
"am",5.42367484706777,3.58349920858365,5.35284631542172,5.39058703423385,3.60151435271671,5.47650956412424,5.38186978906316,3.61565424213844,5.47758170814631
"abuse",3.07716840452157,4.93104724467127,4.10430753278078,3.11898846452959,4.95561451688165,4.14744087128236,3.13549222937105,4.86910612653816,4.10956870223906
"instrument",5.35686699622815,3.36917007534659,5.83068636196372,5.50441540856954,3.43742621311194,5.91974866531325,5.46722018023691,3.45098225178072,5.94151033017197
"bug",3.67408163265306,4.95789115646259,4.40387755102041,3.70782258064516,4.79282258064516,4.40556451612903,3.7946875,4.71895833333333,4.523125
"infidel",4.02,4.48315789473684,4.85245614035088,4.04881355932202,4.49752741774674,4.8542472582253,4.01785714285714,4.48875,4.82732142857143
"atheist",3.9,4.52,5,3.9,4.52,5,3.9,4.52,5
"heathen",4.5875,4.97625,4.88125,4.45,4.885,4.905,4.45,4.885,4.905
"clock",5.23823308270677,3.63244360902256,5.68176691729323,5.29242424242424,3.75704545454545,5.42159090909091,5.3122,3.6834,5.5395
"hour",5.27644518272425,3.53913621262458,5.83046511627907,5.28833333333333,3.67126136363636,5.64128409090909,5.24911111111111,3.66933333333333,5.62333333333333
"festival",6.87513986013986,4.9033682983683,6.01168997668998,6.77690476190476,5.13761904761905,5.99595238095238,6.73925,5.0995,5.94575
"highway",5.3504743083004,4.05657169960474,5.22845644268775,5.35565656565654,4.03160840286925,5.21173020055626,5.37766338582657,4.04956574803134,5.20462755905493
"here",6.07100366628711,3.88195793494081,5.97448945667953,6.03744262085,3.88104125756484,5.99732488023694,6.02291253080539,3.87232477859211,5.97197811926689
"herdsman",5.75,3.05,5.72,5.75,3.05,5.72,5.75,3.05,5.72
"aid",6.03715810755354,3.8937829479941,6.22701508204557,6.05980629959227,3.85143127389362,6.07765005787116,5.98837228242075,3.84245345919606,6.10993580908653
"he",5.96611381915317,3.88627582546921,5.8459212457759,5.95778751872012,3.90263612256388,5.85416857226797,5.96924842415466,3.93939676918433,5.91856124414787
"hare",7.21,3.98,5.95,7.21,3.98,5.95,7.21,3.98,5.95
"difficult",3.88784891902597,4.66286029062176,4.73742575836392,3.94423518911661,4.50437984816076,4.66093924331355,3.94179915058774,4.50404238508895,4.63484159384966
"guide",5.40364141414141,3.98577272727273,5.59225757575758,5.44100303951368,3.96164133738602,5.63765957446808,5.42600921658986,4.00178341013825,5.58629953917051
"great",6.43006172937603,4.29397934078237,6.03980893935964,6.29655750026923,4.43549060474595,5.99174196249136,6.30549500655183,4.39878273172358,6.0053826235684
"beautiful",7.32755123029449,4.13309573329276,6.35844878666867,7.2058110615232,4.18028468821727,6.39173191641722,7.22887152320989,4.15798671546411,6.41568384504941
"good",6.74026547038236,3.95692115399626,6.12922361073145,6.64907681505098,4.04393689892133,6.18143720339615,6.69777631629399,4.05212210593212,6.19583084467457
"fine",6.67085927811697,4.09013509416022,6.10954460646593,6.6194794652632,4.1308704929225,6.12181066011084,6.60176892333251,4.11847509771569,6.12007209360459
"glass",5.71756800391389,3.35497778864971,5.44938982387476,5.77395779752041,3.33505860868681,5.50821184699903,5.7131328508276,3.40060838226559,5.47429369016697
"chicken",5.73194285714286,3.78908571428571,5.43914285714286,5.68136363636364,3.81,5.48545454545455,5.651,3.81,5.49
