"Word","Valence_lang","Arousal_lang","Dominance_lang","Valence_fam","Arousal_fam","Dominance_fam","Valence_mean","Arousal_mean","Dominance_mean"
"regard",6.14065,3.60065,6.13,6.102375,3.5105,6.108625,6.13079365079365,3.61031746031746,6.1952380952381
"bow tie",6.06,4.9,5.28,6.06,4.9,5.28,6.06,4.9,5.28
"expire",3.45739130434783,4.27782608695652,4.05509316770186,3.46326086956522,4.27695652173913,4.05826086956522,3.46326086956522,4.27695652173913,4.05826086956522
"decease",3.16,4,3.8,3.16,4,3.8,3.16,4,3.8
"cease to be",3.16,4,3.8,3.16,4,3.8,3.16,4,3.8
"cash in one's chips",3.16,4,3.8,3.16,4,3.8,3.16,4,3.8
"buy the farm",3.16,4,3.8,3.16,4,3.8,3.16,4,3.8
"conk",3.16,4,3.8,3.16,4,3.8,3.16,4,3.8
"drop dead",3.16,4,3.8,3.16,4,3.8,3.16,4,3.8
"datum",1.67,6.9,3.28,1.67,6.9,3.28,1.67,6.9,3.28
"considering",1.67,6.9,3.28,1.67,6.9,3.28,1.67,6.9,3.28
"cogitate",6.68,3.75,6.5,6.68,3.75,6.5,6.68,3.75,6.5
"grate",4.94,3.615,5.57,4.94,3.615,5.57,4.94,3.615,5.57
"form",5.21666666666667,3.64333333333333,5.58,5.12,3.665,5.45,4.83,3.73,5.06
"celebrated",5.89,4.2,5.4,5.89,4.2,5.4,5.89,4.2,5.4
"distinguished",5.89,4.2,5.4,5.89,4.2,5.4,5.89,4.2,5.4
"contemplate",6.125,2.7,6.24,6.125,2.7,6.24,6.125,2.7,6.24
"appear",5.828,4.112,5.851,5.808,4.21,5.93,5.8225,4.0775,5.745
"block",3.95426022564563,4.15680096002898,4.58357134231546,3.94245692691987,4.09673797476462,4.61735797092167,4.03794736842105,4.15357142857143,4.86629323308271
"blank out",3.73,4.43,3.5,3.73,4.43,3.5,3.73,4.43,3.5
"draw a blank",3.73,4.43,3.5,3.73,4.43,3.5,3.73,4.43,3.5
"inclined",4.57,3.18,5.6,4.57,3.18,5.6,4.57,3.18,5.6
"side",5.35555555555556,3.24888888888889,5.74222222222222,5.37333333333333,3.30333333333333,5.70333333333333,5.37333333333333,3.30333333333333,5.70333333333333
"thread",4.86,4.2,6.16,4.86,4.2,6.16,4.86,4.2,6.16
"bishop",6.17,4.23,4.23,6.17,4.23,4.23,6.17,4.23,4.23
"clemency",5.5,2.8,5,5.5,2.8,5,5.5,2.8,5
"excuse me",4.81,4.62,5.65,4.81,4.62,5.65,4.81,4.62,5.65
"comfortable",7.1,3.27,6.7475,7.1,3.27,6.7475,7.1,3.27,6.7475
"agreeable",7.1,3.27,6.7475,7.1,3.27,6.7475,7.1,3.27,6.7475
"comfy",7.1,3.27,6.7475,7.1,3.27,6.7475,7.1,3.27,6.7475
"expedient",7.1,3.27,6.7475,7.1,3.27,6.7475,7.1,3.27,6.7475
"cosy",6.78,3.34,6.8525,6.78,3.34,6.8525,6.78,3.34,6.8525
"cozy",6.78,3.34,6.8525,6.78,3.34,6.8525,6.78,3.34,6.8525
"branch",5.3675,3.2475,5.7425,5.3675,3.2475,5.7425,5.3675,3.2475,5.7425
"arm",4.705,3.465,4.79166666666667,4.705,3.465,4.79166666666667,4.705,3.465,4.79166666666667
"bush",5.0004347826087,2.75608695652174,5.09913043478261,4.99,2.7525,5.095,4.99,2.7525,5.095
"bouquet",4.75,2.67,5,4.75,2.67,5,4.75,2.67,5
"illustration",5.63824289866058,3.87677849135028,6.01927664276725,5.55591578434952,3.83058658877936,6.13686746987952,5.56480113636363,3.80542613636364,6.11744318181818
"instance",5.69524752475247,3.93871287128713,6.3639603960396,5.64888888888889,3.92444444444444,6.37666666666667,5.54062499999999,3.88437499999999,6.41374999999999
"example",5.70937937696209,3.96751992272398,6.32933832407631,5.65066666666667,3.96433333333333,6.325,5.64739583333333,3.94010416666666,6.359375
"exemplification",5.25841584158416,3.87623762376238,6.40465346534654,5.24296296296296,3.87148148148148,6.40888888888889,5.206875,3.858125,6.42125
"sudden",3.45428571428571,5.05428571428571,3.65428571428571,3.68666666666667,4.82,3.52666666666667,3.80285714285714,4.70285714285714,3.46285714285714
"abrupt",3.45428571428571,5.05428571428571,3.65428571428571,3.68666666666667,4.82,3.52666666666667,3.80285714285714,4.70285714285714,3.46285714285714
"precipitous",3.45428571428571,5.05428571428571,3.65428571428571,3.68666666666667,4.82,3.52666666666667,3.80285714285714,4.70285714285714,3.46285714285714
"abruptly",3.39619047619048,5.11285714285714,3.68619047619047,3.55111111111111,4.95666666666667,3.60111111111111,3.62857142857143,4.87857142857143,3.55857142857143
"all of a sudden",3.39619047619048,5.11285714285714,3.68619047619047,3.55111111111111,4.95666666666667,3.60111111111111,3.62857142857143,4.87857142857143,3.55857142857143
"out of the blue",3.39619047619048,5.11285714285714,3.68619047619047,3.55111111111111,4.95666666666667,3.60111111111111,3.62857142857143,4.87857142857143,3.55857142857143
"normally",5.47482692713707,3.1969792275253,6.57378853659888,5.47996626381793,3.19998030003967,6.57995949195656,5.47996626381793,3.19998030003967,6.57995949195656
"commonly",5.47504279880849,3.19710528397576,6.57404774017515,5.47996839812189,3.19998154634855,6.5799620546792,5.47996839812189,3.19998154634855,6.5799620546792
"cover",5.95638709677419,3.37006451612903,6.03696774193548,6.08245614002079,3.38245614014616,6.15175438562684,5.96133333333333,3.35866666666667,6.03933333333333
"encompass",4.88172400897532,4.04601346297681,5.33412116679132,4.84672070027557,4.00548549197601,5.3392251580483,4.87397329942784,4.02654799745709,5.34325492689129
"embrass",6.68,3.52,6.71,6.68,3.52,6.71,6.68,3.52,6.71
"free",6.75140625,4.77296875,6.0390625,6.9,4.93692307692308,6.09307692307692,6.9,4.93692307692308,6.09307692307692
"complimentary",7.64605263157895,5.2771052631579,6.24052631578947,7.65,5.27777777777778,6.24222222222222,7.65,5.27777777777778,6.24222222222222
"for free",7.575,5.265,6.21,7.575,5.265,6.21,7.575,5.265,6.21
"for nothing",7.575,5.265,6.21,7.575,5.265,6.21,7.575,5.265,6.21
"forehead",6.36,4.59,5.96,6.36,4.59,5.96,6.36,4.59,5.96
"individual",5.98427985948478,3.9985831381733,5.57759660421546,6.01438118811881,4.01978341584158,5.58040222772277,5.94116071428571,3.96633928571429,5.31705357142857
"private",5.56407407407407,5.14675925925926,5.99490740740741,5.52632352941176,5.13808823529412,5.95955882352941,5.52632352941176,5.13808823529412,5.95955882352941
"soldier",5.08331047096479,5.17035208047554,5.34746684956562,4.9078431372549,5.13274509803922,5.18460784313725,4.9078431372549,5.13274509803922,5.18460784313725
"combatant",5.1362962962963,5.27703703703704,5.41962962962963,4.98529411764706,5.24235294117647,5.27823529411765,4.98529411764706,5.24235294117647,5.27823529411765
"amazement",7.44,6.57,5.17,7.44,6.57,5.17,7.44,6.57,5.17
"astonishment",7.44,6.57,5.17,7.44,6.57,5.17,7.44,6.57,5.17
"appearance",5.41571428571429,3.99285714285714,4.94714285714286,5.41571428571429,3.99285714285714,4.94714285714286,5.642,3.662,5.174
"eschew",5.42,4.18,6.21,5.42,4.18,6.21,5.42,4.18,6.21
"prevent",4.2225,3.6975,5.1775,4.408,3.586,5.18,4.2225,3.6975,5.1775
"hinder",5.42,4.18,6.21,5.42,4.18,6.21,5.42,4.18,6.21
"feminine",7.1975,4.325,6.0525,7.305,4.85,6.175,7.305,4.85,6.175
"male",6.06041293260474,4.33115191256831,5.65159772313297,6.03367161716172,4.30357673267327,5.63490511551155,6.09292857142857,4.45607142857143,5.62064285714286
"inception",6.075,4.20583333333333,5.38125,6.04666666666667,4.10333333333333,5.41833333333333,6.04666666666667,4.10333333333333,5.41833333333333
"beginning",6.02909090909091,4.99636363636364,5.19,6.10666666666667,4.83333333333333,5.32333333333333,6.10666666666667,4.83333333333333,5.32333333333333
"commencement",5.425,4.8075,4.92375,5.34,4.5,5.035,5.34,4.5,5.035
"bet",2.89,5.91,4.11,2.89,5.91,4.11,2.89,5.91,4.11
"equal",5.71049300576851,3.85307306853033,5.78437538943105,5.71934423295004,3.86992850793977,5.78850037095956,5.74835508830136,3.81061055204899,5.81773845840472
"alike",5.81769442893212,3.85231142015685,5.888901036122,5.82611722087684,3.84269453112158,5.88995001496439,5.83404556608932,3.79615285316075,5.88748050515165
"contemporary",6.1525,5.000625,5.444375,6.10142857142857,4.68,5.56428571428571,6.11,4.56,5.60666666666667
"brain",6.41054545454545,4.43424242424242,6.18818181818182,6.37516666666667,4.49833333333333,6.21508333333333,6.37516666666667,4.49833333333333,6.21508333333333
"grounds",6.612,4.17,6.266,6.612,4.17,6.266,6.612,4.17,6.266
"brave",6.93321428571429,4.86535714285714,6.64571428571429,6.853125,4.889375,6.58625,6.6775,4.86916666666667,6.50166666666667
"selfsame",5.70486235752,3.85514375743675,5.74021471958215,5.70072894296453,3.86596398423374,5.73094501646083,5.70685467930719,3.8513834237929,5.73697660618199
"coequal",5.87058500038263,3.88608786986338,5.97065261406887,5.86226618366042,3.90372046860446,5.95794335029297,5.86779105037981,3.89979361400362,5.96680863985876
"helix",5.215,3.55166666666667,5.005,5.1475,3.57,4.97,5.1475,3.57,4.97
"coil",5.61,4.03444444444444,4.82333333333333,5.565,4.04666666666667,4.8,5.565,4.04666666666667,4.8
"dad",6.88,3.68,5.19,6.88,3.68,5.19,6.88,3.68,5.19
"daddy",6.88,3.68,5.19,6.88,3.68,5.19,6.88,3.68,5.19
"fuselage",5.125,3.68,5.73,5.125,3.68,5.73,5.125,3.68,5.73
"but rather",5.83698718525045,3.74113230892941,5.6062242455113,6.06144946274032,3.75802928786722,5.72585514641676,5.96250206292586,3.5816896147292,5.68528247267789
"be able to",6.41,3.14,6.44,6.41,3.14,6.44,6.41,3.14,6.44
