FamilyWeight;LanguageWeight;from_word;to_word;Valence.x;Arousal.x;Dominance.x;Valence.y;Arousal.y;Dominance.y
1;2;handle;tag;0,698;0,571;0,558;0,612;0,353;0,375
1;2;contact;tag;0,719;0,424;0,526;0,612;0,353;0,375
1;2;stir;tag;0,448;0,773;0,453;0,612;0,353;0,375
1;2;advanced;modern;0,844;0,623;0,797;0,855;0,423;0,691
1;2;innovative;modern;0,88;0,64;0,83;0,855;0,423;0,691
1;4;burial;funeral;0,203;0,577;0,333;0,073;0,38;0,393
1;4;funeral;interment;0,073;0,38;0,393;0,235;0,608;0,346
1;2;abbey;monastery;0,58;0,367;0,444;0,694;0,183;0,726
2;7;illegal;unlawful;0,061;0,787;0,337;0,094;0,759;0,402
2;7;illegal;illicit;0,061;0,787;0,337;0,188;0,794;0,39
2;7;illegal;prohibited;0,061;0,787;0,337;0,115;0,77;0,482
2;2;moon;satellite;0,673;0,233;0,547;0,562;0,409;0,764
1;3;brazen;fresh;0,292;0,64;0,518;0,908;0,292;0,419
1;3;brazen;impudent;0,292;0,64;0,518;0,302;0,604;0,462
1;3;brazen;impertinent;0,292;0,64;0,518;0,219;0,826;0,373
1;3;brazen;wise;0,292;0,64;0,518;0,878;0,25;0,861
1;3;brazen;smart;0,292;0,64;0,518;0,906;0,607;0,923
1;3;brazen;saucy;0,292;0,64;0,518;0,25;0,653;0,391
1;3;brazen;sassy;0,292;0,64;0,518;0,271;0,704;0,32
1;3;audacious;fresh;0,74;0,875;0,825;0,908;0,292;0,419
1;3;audacious;impudent;0,74;0,875;0,825;0,302;0,604;0,462
1;3;audacious;impertinent;0,74;0,875;0,825;0,219;0,826;0,373
1;3;audacious;wise;0,74;0,875;0,825;0,878;0,25;0,861
1;3;audacious;smart;0,74;0,875;0,825;0,906;0,607;0,923
1;3;audacious;saucy;0,74;0,875;0,825;0,25;0,653;0,391
1;3;audacious;sassy;0,74;0,875;0,825;0,271;0,704;0,32
1;3;fresh;insolent;0,908;0,292;0,419;0,112;0,663;0,343
1;3;impudent;insolent;0,302;0,604;0,462;0,112;0,663;0,343
1;3;impertinent;insolent;0,219;0,826;0,373;0,112;0,663;0,343
1;3;insolent;wise;0,112;0,663;0,343;0,878;0,25;0,861
1;3;insolent;smart;0,112;0,663;0,343;0,906;0,607;0,923
1;3;insolent;saucy;0,112;0,663;0,343;0,25;0,653;0,391
1;3;insolent;sassy;0,112;0,663;0,343;0,271;0,704;0,32
1;4;disgruntled;unsatisfied;0,104;0,658;0,442;0,2;0,547;0,241
1;4;displeased;unsatisfied;0,135;0,69;0,4;0,2;0,547;0,241
1;3;dissatisfied;unsatisfied;0,042;0,561;0,291;0,2;0,547;0,241
1;2;plant;sole;0,73;0,18;0,371;0,427;0,194;0,279
1;2;flora;sole;0,833;0,324;0,567;0,427;0,194;0,279
1;2;ground;throng;0,398;0,343;0,602;0,48;0,81;0,706
1;2;concourse;ground;0,74;0,657;0,528;0,398;0,343;0,602
1;2;bigotry;fanaticism;0,356;0,737;0,481;0,292;0,896;0,566
1;3;purple;viola;0,7;0,298;0,33;0,521;0,461;0,481
2;2;lilac;violet;0,688;0,18;0,357;0,688;0,272;0,401
2;2;lilac;purple;0,688;0,18;0,357;0,7;0,298;0,33
1;2;master;overlook;0,694;0,49;0,849;0,292;0,418;0,415
1;4;dominate;master;0,439;0,814;0,953;0,694;0,49;0,849
2;2;attraction;gravity;0,906;0,774;0,712;0,51;0,635;0,538
2;2;attraction;gravitation;0,906;0,774;0,712;0,698;0,592;0,6
1;2;elaboration;scaffolding;0,708;0,5;0,598;0,496;0,366;0,545
1;2;daydream;moon;0,75;0,337;0,456;0,673;0,233;0,547
1;2;fade;melt;0,354;0,333;0,245;0,448;0,615;0,312
1;2;global;inclusive;0,583;0,52;0,713;0,604;0,42;0,564
1;2;inclusive;universal;0,604;0,42;0,564;0,802;0,417;0,833
1;2;inclusive;worldwide;0,604;0,42;0,564;0,79;0,462;0,851
1;3;excitement;pleasure;0,896;0,684;0,731;0,939;0,74;0,682
1;3;exhilaration;pleasure;0,792;0,868;0,783;0,939;0,74;0,682
1;6;amend;enhance;0,688;0,406;0,658;0,802;0,578;0,814
1;2;level;train;0,622;0,277;0,491;0,666;0,705;0,62
1;2;level;take;0,622;0,277;0,491;0,828;0,537;0,348
1;2;aim;level;0,481;0,569;0,567;0,622;0,277;0,491
1;3;lace;point;0,625;0,2;0,293;0,49;0,193;0,431
1;5;dwarf;midget;0,37;0,34;0,288;0,396;0,295;0,254
1;2;indicate;point;0,594;0,35;0,676;0,49;0,193;0,431
1;4;anger;wrath;0,167;0,865;0,657;0,039;0,908;0,548
1;4;ire;wrath;0,198;0,74;0,575;0,039;0,908;0,548
3;4;asterisk;star;0,541;0,288;0,273;0,833;0,418;0,56
1;2;contempt;disdain;0,206;0,635;0,396;0,153;0,446;0,441
1;2;disdain;scorn;0,153;0,446;0,441;0,11;0,721;0,356
1;2;conspire;organize;0,206;0,74;0,52;0,802;0,655;0,781
1;2;conjure;organize;0,385;0,679;0,645;0,802;0,655;0,781
1;2;conspire;prepare;0,206;0,74;0,52;0,656;0,542;0,603
1;2;conjure;prepare;0,385;0,679;0,645;0,656;0,542;0,603
1;2;conspire;devise;0,206;0,74;0,52;0,551;0,557;0,67
1;2;conjure;devise;0,385;0,679;0,645;0,551;0,557;0,67
1;3;conspire;scheme;0,206;0,74;0,52;0,521;0,269;0,577
1;3;conjure;scheme;0,385;0,679;0,645;0,521;0,269;0,577
1;3;conspire;intrigue;0,206;0,74;0,52;0,362;0,83;0,327
1;3;conjure;intrigue;0,385;0,679;0,645;0,362;0,83;0,327
2;2;apprehend;arrest;0,521;0,624;0,696;0,146;0,951;0,5
1;2;arrest;confiscate;0,146;0,951;0,5;0,25;0,625;0,482
1;2;apprehend;confiscate;0,521;0,624;0,696;0,25;0,625;0,482
1;2;confiscate;grab;0,25;0,625;0,482;0,448;0,706;0,538
1;2;arrest;impound;0,146;0,951;0,5;0,23;0,587;0,583
1;2;apprehend;impound;0,521;0,624;0,696;0,23;0,587;0,583
1;2;grab;impound;0,448;0,706;0,538;0,23;0,587;0,583
1;2;arrest;clutch;0,146;0,951;0,5;0,383;0,5;0,491
1;2;apprehend;clutch;0,521;0,624;0,696;0,383;0,5;0,491
1;2;apprehend;grab;0,521;0,624;0,696;0,448;0,706;0,538
1;4;condemn;convict;0,102;0,793;0,625;0,177;0,84;0,477
1;2;collusion;conspiracy;0,365;0,51;0,4;0,125;0,787;0,652
2;2;teeth;tooth;0,52;0,388;0,427;0,439;0,25;0,367
1;2;exile;expatriate;0,184;0,63;0,483;0,265;0,764;0,391
1;2;babble;gibberish;0,552;0,441;0,204;0,375;0,51;0,36
1;4;disapprove;dissent;0,16;0,594;0,445;0,3;0,655;0,407
1;4;disapprove;protest;0,16;0,594;0,445;0,14;0,889;0,596
1;4;decry;dissent;0,4;0,814;0,548;0,3;0,655;0,407
1;4;decry;protest;0,4;0,814;0,548;0,14;0,889;0,596
1;3;exclude;preclude;0,292;0,5;0,53;0,333;0,552;0,417
1;2;cock;pheasant;0,418;0,562;0,392;0,541;0,362;0,292
1;3;healthy;wholesome;0,938;0,319;0,818;0,888;0,423;0,754
1;3;healthful;healthy;0,93;0,315;0,769;0,938;0,319;0,818
2;5;condiment;spice;0,52;0,333;0,433;0,594;0,439;0,384
2;4;draught;grip;0,465;0,245;0,316;0,52;0,549;0,602
2;4;draft;grip;0,438;0,36;0,351;0,52;0,549;0,602
1;2;reprisal;vengeance;0,125;0,788;0,545;0,103;0,927;0,719
1;2;retaliation;vengeance;0,156;0,812;0,491;0,103;0,927;0,719
1;2;retribution;vengeance;0,625;0,49;0,708;0,103;0,927;0,719
1;2;bear;fill;0,448;0,57;0,475;0,729;0,449;0,637
1;2;bear;occupy;0,448;0,57;0,475;0,396;0,52;0,589
2;2;actual;gift;0,729;0,4;0,716;0,88;0,539;0,483
2;2;actual;present;0,729;0,4;0,716;0,724;0,286;0,634
2;2;current;gift;0,625;0,312;0,612;0,88;0,539;0,483
1;7;certain;undoubted;0,76;0,358;0,673;0,592;0,461;0,74
1;7;certain;definite;0,76;0,358;0,673;0,708;0,292;0,741
1;2;bearing;stand;0,571;0,367;0,474;0,6;0,324;0,509
1;2;brook;subscribe;0,594;0,347;0,412;0,66;0,344;0,591
1;2;stomach;subscribe;0,367;0,402;0,438;0,66;0,344;0,591
1;2;stand;subscribe;0,6;0,324;0,509;0,66;0,344;0,591
1;2;subscribe;take;0,66;0,344;0,591;0,828;0,537;0,348
1;2;bear;subscribe;0,448;0,57;0,475;0,66;0,344;0,591
1;2;subscribe;tolerate;0,66;0,344;0,591;0,724;0,43;0,588
1;2;digest;subscribe;0,72;0,413;0,483;0,66;0,344;0,591
1;2;endure;subscribe;0,32;0,61;0,574;0,66;0,344;0,591
1;2;abide;subscribe;0,635;0,354;0,705;0,66;0,344;0,591
1;2;subscribe;suffer;0,66;0,344;0,591;0,082;0,91;0,259
3;4;kindergarten;nursery;0,833;0,462;0,308;0,894;0,406;0,389
3;4;kindergarten;preschool;0,833;0,462;0,308;0,604;0,382;0,393
1;4;pink;rose;0,806;0,269;0,471;0,865;0,276;0,386
1;2;case;scout;0,427;0,275;0,441;0,656;0,611;0,763
1;2;acknowledge;case;0,786;0,37;0,661;0,427;0,275;0,441
1;2;admit;case;0,538;0,423;0,667;0,427;0,275;0,441
1;2;case;concede;0,427;0,275;0,441;0,67;0,324;0,473
1;2;charming;delightful;0,917;0,66;0,764;0,918;0,735;0,644
1;2;charming;lovely;0,917;0,66;0,764;0,917;0,456;0,741
1;2;charming;pleasant;0,917;0,66;0,764;0,939;0,31;0,673
1;2;charming;dashing;0,917;0,66;0,764;0,612;0,627;0,799
1;2;charming;engaging;0,917;0,66;0,764;0,948;0,612;0,862
1;2;delectable;nice;0,781;0,642;0,718;0,93;0,442;0,65
1;2;delectable;delightful;0,781;0,642;0,718;0,918;0,735;0,644
1;2;delectable;lovely;0,781;0,642;0,718;0,917;0,456;0,741
1;2;delectable;pleasant;0,781;0,642;0,718;0,939;0,31;0,673
1;2;delectable;sweet;0,781;0,642;0,718;0,668;0,418;0,382
1;2;delectable;kind;0,781;0,642;0,718;0,918;0,24;0,618
1;2;dashing;delectable;0,612;0,627;0,799;0,781;0,642;0,718
1;2;delectable;engaging;0,781;0,642;0,718;0,948;0,612;0,862
1;2;luscious;nice;0,885;0,552;0,545;0,93;0,442;0,65
1;2;delightful;luscious;0,918;0,735;0,644;0,885;0,552;0,545
1;2;lovely;luscious;0,917;0,456;0,741;0,885;0,552;0,545
1;2;luscious;pleasant;0,885;0,552;0,545;0,939;0,31;0,673
1;2;luscious;sweet;0,885;0,552;0,545;0,668;0,418;0,382
1;2;kind;luscious;0,918;0,24;0,618;0,885;0,552;0,545
1;2;dashing;luscious;0,612;0,627;0,799;0,885;0,552;0,545
1;2;engaging;luscious;0,948;0,612;0,862;0,885;0,552;0,545
1;2;enchanting;nice;0,917;0,681;0,708;0,93;0,442;0,65
1;2;delightful;enchanting;0,918;0,735;0,644;0,917;0,681;0,708
1;2;enchanting;lovely;0,917;0,681;0,708;0,917;0,456;0,741
1;2;enchanting;pleasant;0,917;0,681;0,708;0,939;0,31;0,673
1;2;enchanting;sweet;0,917;0,681;0,708;0,668;0,418;0,382
1;2;enchanting;kind;0,917;0,681;0,708;0,918;0,24;0,618
1;2;dashing;enchanting;0,612;0,627;0,799;0,917;0,681;0,708
1;2;enchanting;engaging;0,917;0,681;0,708;0,948;0,612;0,862
1;5;farmer;pawn;0,677;0,432;0,464;0,39;0,321;0,187
1;2;candle;sail;0,602;0,221;0,344;0,615;0,22;0,325
1;4;shallow;superficial;0,427;0,298;0,351;0,357;0,407;0,309
1;5;journalist;reporter;0,542;0,452;0,732;0,531;0,55;0,604
1;5;commentator;reporter;0,492;0,51;0,607;0,531;0,55;0,604
1;5;journalist;newsman;0,542;0,452;0,732;0,604;0,48;0,696
1;5;commentator;newsman;0,492;0,51;0,607;0,604;0,48;0,696
2;8;worker;workman;0,719;0,598;0,684;0,729;0,618;0,726
1;3;employee;workman;0,582;0,361;0,481;0,729;0,618;0,726
1;3;indemnify;secure;0,449;0,548;0,613;0,844;0,38;0,914
1;3;assure;indemnify;0,91;0,46;0,839;0,449;0,548;0,613
1;2;lazy;sloth;0,392;0,264;0,096;0,198;0,14;0,125
1;2;pawn;pedestrian;0,39;0,321;0,187;0,438;0,36;0,448
1;2;drill;strawberry;0,25;0,602;0,573;0,833;0,27;0,336
1;2;roll;wind;0,469;0,51;0,172;0,531;0,404;0,578
1;3;naked;nude;0,323;0,885;0,288;0,49;0,915;0,2
1;3;bare;naked;0,333;0,717;0,296;0,323;0,885;0,288
1;2;approximate;approximately;0,551;0,56;0,52;0,622;0,396;0,538
1;2;approximate;roughly;0,551;0,56;0,52;0,448;0,539;0,463
1;3;excel;glow;0,561;0,363;0,466;0,918;0,5;0,745
3;14;goober;peanut;0,469;0,444;0,342;0,646;0,202;0,246
1;2;bargain;opportunity;0,653;0,533;0,67;0,938;0,745;0,833
1;2;bargain;chance;0,653;0,533;0,67;0,833;0,551;0,525
1;2;bargain;possibility;0,653;0,533;0,67;0,816;0,481;0,596
1;2;doctor;medical;0,7;0,531;0,861;0,583;0,373;0,616
1;2;medical;physician;0,583;0,373;0,616;0,583;0,49;0,843
1;2;bump;dent;0,286;0,458;0,368;0,306;0,606;0,325
2;6;electric;electrical;0,458;0,708;0,512;0,531;0,62;0,688
1;5;ache;hurt;0,146;0,76;0,312;0,062;0,773;0,291
1;3;fog;hide;0,51;0,213;0,26;0,438;0,51;0,218
1;3;hide;obscure;0,438;0,51;0,218;0,37;0,551;0,278
2;3;bell;doorbell;0,552;0,51;0,505;0,564;0,5;0,307
2;3;bell;buzzer;0,552;0,51;0,505;0,549;0,716;0,48
1;2;bell;toll;0,552;0,51;0,505;0,296;0,422;0,453
1;2;loin;waist;0,42;0,298;0,379;0,542;0,448;0,351
1;3;entrance;item;0,698;0,393;0,526;0,594;0,27;0,465
1;3;admittance;entrance;0,69;0,451;0,598;0,698;0,393;0,526
2;2;cheek;face;0,67;0,314;0,421;0,571;0,173;0,453
1;3;anus;shit;0,347;0,644;0,35;0;0,678;0,294
1;3;anus;ass;0,347;0,644;0,35;0,323;0,75;0,345
1;3;anus;bastard;0,347;0,644;0,35;0,094;0,692;0,289
1;3;anus;jerk;0,347;0,644;0,35;0,194;0,63;0,238
2;4;babble;nonsense;0,552;0,441;0,204;0,214;0,531;0,155
2;4;gibberish;trash;0,375;0,51;0,36;0,163;0,541;0,154
2;4;nonsense;trash;0,214;0,531;0,155;0,163;0,541;0,154
2;4;babble;trash;0,552;0,441;0,204;0,163;0,541;0,154
1;2;doorway;entrance;0,573;0,304;0,496;0,698;0,393;0,526
2;2;design;think;0,796;0,327;0,632;0,786;0,408;0,618
2;2;design;intend;0,796;0,327;0,632;0,562;0,52;0,519
1;2;capture;control;0,357;0,65;0,537;0,729;0,352;0,808
1;3;barb;beard;0,448;0,365;0,417;0,49;0,261;0,371
1;6;destroy;destruct;0,046;0,935;0,635;0,071;0,868;0,525
2;3;pastor;priest;0,698;0,236;0,746;0,561;0,324;0,648
2;3;clergyman;pastor;0,594;0,33;0,556;0,698;0,236;0,746
1;5;countenance;let;0,635;0,44;0,69;0,427;0,373;0,307
1;2;freight;freighter;0,411;0,528;0,49;0,406;0,445;0,58
1;2;cargo;freighter;0,408;0,444;0,455;0,406;0,445;0,58
1;3;diary;newspaper;0,698;0,292;0,464;0,602;0,283;0,444
1;3;diary;gazette;0,698;0,292;0,464;0,469;0,39;0,604
1;6;absent;gone;0,177;0,221;0,116;0,292;0,23;0,19
1;3;absentee;gone;0,235;0,33;0,279;0,292;0,23;0,19
2;5;obtain;procure;0,76;0,438;0,731;0,745;0,52;0,63
2;5;acquire;procure;0,833;0,468;0,7;0,745;0,52;0,63
1;2;ablation;amputation;0,418;0,5;0,5;0,1;0,755;0,483
1;2;eventuality;opportunity;0,469;0,627;0,527;0,938;0,745;0,833
1;2;chance;eventuality;0,833;0,551;0,525;0,469;0,627;0,527
1;2;eventuality;possibility;0,469;0,627;0,527;0,816;0,481;0,596
1;2;contingency;opportunity;0,396;0,5;0,67;0,938;0,745;0,833
1;2;chance;contingency;0,833;0,551;0,525;0,396;0,5;0,67
1;2;contingency;possibility;0,396;0,5;0,67;0,816;0,481;0,596
2;2;opportunity;probability;0,938;0,745;0,833;0,673;0,365;0,651
2;2;chance;probability;0,833;0,551;0,525;0,673;0,365;0,651
2;2;possibility;probability;0,816;0,481;0,596;0,673;0,365;0,651
2;2;chase;follow;0,396;0,878;0,623;0,667;0,509;0,6
2;2;follow;pursue;0,667;0,509;0,6;0,417;0,783;0,536
1;5;cheerless;unhappy;0,204;0,373;0,167;0,112;0,5;0,155
1;5;cheerless;sad;0,204;0,373;0,167;0,225;0,333;0,149
2;4;discomfort;worry;0,153;0,719;0,272;0,245;0,776;0,267
1;2;carefully;cautious;0,698;0,33;0,544;0,47;0,445;0,517
1;3;careful;cautious;0,625;0,538;0,53;0,47;0,445;0,517
1;3;cautious;wary;0,47;0,445;0,517;0,51;0,343;0,535
1;3;careful;guarded;0,625;0,538;0,53;0,758;0,686;0,5
1;3;cautious;guarded;0,47;0,445;0,517;0,758;0,686;0,5
3;7;attentive;careful;0,812;0,52;0,724;0,625;0,538;0,53
3;7;attentive;cautious;0,812;0,52;0,724;0,47;0,445;0,517
1;2;careful;considerate;0,625;0,538;0,53;0,781;0,38;0,633
1;2;cautious;considerate;0,47;0,445;0,517;0,781;0,38;0,633
1;2;grab;hook;0,448;0,706;0,538;0,418;0,444;0,395
1;2;grab;hitch;0,448;0,706;0,538;0,512;0,48;0,554
1;4;clear;elucidate;0,857;0,327;0,573;0,583;0,509;0,518
1;2;climb;mount;0,615;0,66;0,604;0,5;0,292;0,348
1;3;dark;obscurity;0,198;0,398;0,426;0,208;0,392;0,38
1;2;gleam;glow;0,781;0,52;0,741;0,918;0,5;0,745
1;3;educate;teach;0,76;0,38;0,728;0,84;0,51;0,852
2;4;instruct;teach;0,729;0,49;0,833;0,84;0,51;0,852
1;3;alive;rich;0,816;0,637;0,731;0,882;0,627;0,905
1;3;alive;brisk;0,816;0,637;0,731;0,719;0,745;0,742
1;2;pithy;rich;0,48;0,36;0,635;0,882;0,627;0,905
1;2;brisk;pithy;0,719;0,745;0,742;0,48;0,36;0,635
1;3;intense;rich;0,592;0,774;0,679;0,882;0,627;0,905
1;3;brisk;intense;0,719;0,745;0,742;0,592;0,774;0,679
1;2;castle;fortress;0,68;0,396;0,718;0,816;0,5;0,933
1;2;castle;fort;0,68;0,396;0,718;0,78;0,673;0,86
1;3;concern;trouble;0,25;0,734;0,463;0,135;0,811;0,452
1;4;anxiety;trouble;0,146;0,865;0,342;0,135;0,811;0,452
1;4;anxiety;worry;0,146;0,865;0,342;0,245;0,776;0,267
1;4;trouble;uneasiness;0,135;0,811;0,452;0,19;0,798;0,241
1;4;uneasiness;worry;0,19;0,798;0,241;0,245;0,776;0,267
1;4;flywheel;wheel;0,667;0,48;0,442;0,615;0,31;0,446
1;2;flying;wheel;0,877;0,606;0,696;0,615;0,31;0,446
1;2;liberal;rich;0,565;0,565;0,755;0,882;0,627;0,905
2;9;victory;win;0,938;0,735;0,931;0,927;0,694;0,888
1;5;conundrum;enigma;0,354;0,524;0,408;0,513;0,7;0,5
1;2;bump;determine;0,286;0,458;0,368;0,612;0,368;0,776
1;2;determine;encounter;0,612;0,368;0,776;0,865;0,702;0,689
1;2;ascertain;bump;0,56;0,53;0,625;0,286;0,458;0,368
1;2;ascertain;encounter;0,56;0,53;0,625;0,865;0,702;0,689
1;2;fate;luck;0,571;0,479;0,712;0,854;0,49;0,717
1;2;destiny;luck;0,781;0,413;0,611;0,854;0,49;0,717
2;2;want;will;0,671;0,642;0,598;0,698;0,408;0,735
2;3;aggression;attack;0,094;0,929;0,533;0,286;0,948;0,67
1;3;franc;truthful;0,71;0,451;0,64;0,708;0,467;0,807
1;2;truthful;vocal;0,708;0,467;0,807;0,583;0,352;0,34
1;3;blunt;truthful;0,551;0,68;0,925;0,708;0,467;0,807
1;3;forthright;truthful;0,663;0,411;0,546;0,708;0,467;0,807
1;3;frank;truthful;0,625;0,358;0,604;0,708;0,467;0,807
1;2;open;truthful;0,62;0,48;0,569;0,708;0,467;0,807
1;7;hard;strong;0,302;0,708;0,616;0,912;0,745;0,895
1;7;forceful;hard;0,533;0,673;0,898;0,302;0,708;0,616
1;2;aloud;hard;0,458;0,713;0,75;0,302;0,708;0,616
1;2;hard;muscular;0,302;0,708;0,616;0,531;0,434;0,577
1;2;hard;hefty;0,302;0,708;0,616;0,55;0,654;0,745
2;6;dusk;twilight;0,532;0,276;0,519;0,622;0,341;0,633
2;4;evening;twilight;0,458;0,185;0,318;0,622;0,341;0,633
2;4;dusk;evening;0,532;0,276;0,519;0,458;0,185;0,318
1;2;extreme;extremely;0,318;0,8;0,721;0,635;0,827;0,886
2;8;actuality;reality;0,75;0,464;0,6;0,786;0,365;0,787
2;3;accede;agree;0,698;0,51;0,537;0,906;0,26;0,545
3;4;waiter;waitress;0,459;0,3;0,295;0,646;0,531;0,352
1;4;courtyard;yard;0,503;0,365;0,355;0,468;0,176;0,349
1;2;ignite;light;0,458;0,785;0,675;0,771;0,32;0,519
1;2;attendant;employee;0,58;0,365;0,519;0,582;0,361;0,481
1;2;entertain;feed;0,918;0,684;0,598;0,812;0,429;0,739
1;2;entertain;nourish;0,918;0,684;0,598;0,878;0,46;0,639
1;2;entertain;nurture;0,918;0,684;0,598;0,745;0,378;0,657
1;2;cry;lament;0,133;0,627;0,255;0,198;0,398;0,352
1;2;lament;weep;0,198;0,398;0,352;0,053;0,621;0,164
1;2;awful;terrible;0,061;0,786;0,45;0,061;0,849;0,604
1;2;fearsome;terrible;0,115;0,9;0,586;0,061;0,849;0,604
1;2;frightening;terrible;0,122;0,969;0,625;0,061;0,849;0,604
1;2;horrendous;terrible;0,073;0,755;0,365;0,061;0,849;0,604
1;2;horrific;terrible;0,094;0,846;0,481;0,061;0,849;0,604
1;2;scary;terrible;0,062;0,952;0,528;0,061;0,849;0,604
1;2;awful;severe;0,061;0,786;0,45;0,164;0,735;0,635
1;2;fearsome;severe;0,115;0,9;0,586;0,164;0,735;0,635
1;2;frightening;severe;0,122;0,969;0,625;0,164;0,735;0,635
1;2;horrendous;severe;0,073;0,755;0,365;0,164;0,735;0,635
1;2;horrific;severe;0,094;0,846;0,481;0,164;0,735;0,635
1;2;scary;severe;0,062;0,952;0,528;0,164;0,735;0,635
1;2;appalling;terrible;0,16;0,827;0,415;0,061;0,849;0,604
1;2;appalling;awful;0,16;0,827;0,415;0,061;0,786;0,45
1;2;appalling;fearsome;0,16;0,827;0,415;0,115;0,9;0,586
1;2;appalling;frightening;0,16;0,827;0,415;0,122;0,969;0,625
1;2;appalling;horrendous;0,16;0,827;0,415;0,073;0,755;0,365
1;2;appalling;horrific;0,16;0,827;0,415;0,094;0,846;0,481
1;2;appalling;scary;0,16;0,827;0,415;0,062;0,952;0,528
1;2;fearful;terrible;0,083;0,482;0,278;0,061;0,849;0,604
1;2;awful;fearful;0,061;0,786;0,45;0,083;0,482;0,278
1;2;fearful;fearsome;0,083;0,482;0,278;0,115;0,9;0,586
1;2;fearful;frightening;0,083;0,482;0,278;0,122;0,969;0,625
1;2;fearful;horrendous;0,083;0,482;0,278;0,073;0,755;0,365
1;2;fearful;horrific;0,083;0,482;0,278;0,094;0,846;0,481
1;2;fearful;scary;0,083;0,482;0,278;0,062;0,952;0,528
1;2;dreadful;terrible;0,092;0,786;0,348;0,061;0,849;0,604
1;2;awful;dreadful;0,061;0,786;0,45;0,092;0,786;0,348
1;2;dreadful;fearsome;0,092;0,786;0,348;0,115;0,9;0,586
1;2;dreadful;frightening;0,092;0,786;0,348;0,122;0,969;0,625
1;2;dreadful;horrendous;0,092;0,786;0,348;0,073;0,755;0,365
1;2;dreadful;horrific;0,092;0,786;0,348;0,094;0,846;0,481
1;2;dreadful;scary;0,092;0,786;0,348;0,062;0,952;0,528
1;2;excruciating;terrible;0,083;0,837;0,345;0,061;0,849;0,604
1;2;awful;excruciating;0,061;0,786;0,45;0,083;0,837;0,345
1;2;excruciating;fearsome;0,083;0,837;0,345;0,115;0,9;0,586
1;2;excruciating;frightening;0,083;0,837;0,345;0,122;0,969;0,625
1;2;excruciating;horrendous;0,083;0,837;0,345;0,073;0,755;0,365
1;2;excruciating;horrific;0,083;0,837;0,345;0,094;0,846;0,481
1;2;excruciating;scary;0,083;0,837;0,345;0,062;0,952;0,528
1;2;agonizing;terrible;0,083;0,8;0,34;0,061;0,849;0,604
1;2;agonizing;awful;0,083;0,8;0,34;0,061;0,786;0,45
1;2;agonizing;fearsome;0,083;0,8;0,34;0,115;0,9;0,586
1;2;agonizing;frightening;0,083;0,8;0,34;0,122;0,969;0,625
1;2;agonizing;horrendous;0,083;0,8;0,34;0,073;0,755;0,365
1;2;agonizing;horrific;0,083;0,8;0,34;0,094;0,846;0,481
1;2;agonizing;scary;0,083;0,8;0,34;0,062;0,952;0,528
1;3;drive;guide;0,625;0,689;0,713;0,688;0,315;0,62
2;2;close;extinguish;0,292;0,26;0,263;0,24;0,576;0,482
2;2;end;extinguish;0,198;0,349;0,298;0,24;0,576;0,482
2;2;extinguish;terminate;0,24;0,576;0,482;0,171;0,41;0,441
1;4;apex;mountaintop;0,57;0,433;0,418;0,653;0,541;0,713
1;2;mountaintop;spike;0,653;0,541;0,713;0,382;0,51;0,408
1;2;spike;summit;0,382;0,51;0,408;0,625;0,618;0,764
1;4;alias;pseudonym;0,541;0,353;0,333;0,5;0,398;0,423
1;2;probity;veracity;0,469;0,423;0,598;0,735;0,724;0,798
1;2;probity;truthfulness;0,469;0,423;0,598;0,92;0,549;0,808
1;4;neat;orderly;0,878;0,235;0,491;0,844;0,24;0,661
2;4;hurry;rush;0,422;0,735;0,481;0,406;0,809;0,546
2;4;hasten;hurry;0,571;0,75;0,618;0,422;0,735;0,481
1;3;deny;disclaim;0,316;0,667;0,321;0,235;0,509;0,321
1;3;deny;disown;0,316;0,667;0,321;0,153;0,637;0,368
1;2;cast;disclaim;0,558;0,62;0,517;0,235;0,509;0,321
1;2;cast;disown;0,558;0,62;0,517;0,153;0,637;0,368
1;2;cast;deny;0,558;0,62;0,517;0,316;0,667;0,321
1;6;shorten;sketch;0,302;0,382;0,46;0,704;0,276;0,42
1;6;outline;shorten;0,542;0,365;0,509;0,302;0,382;0,46
1;6;shorten;summarize;0,302;0,382;0,46;0,59;0,323;0,471
1;3;cancel;shorten;0,214;0,306;0,368;0,302;0,382;0,46
1;3;abbreviate;cancel;0,531;0,375;0,33;0,214;0,306;0,368
1;2;eternal;evermore;0,854;0,409;0,843;0,677;0,45;0,403
1;2;everlasting;evermore;0,74;0,413;0,809;0,677;0,45;0,403
1;2;evermore;unending;0,677;0,45;0,403;0,385;0,519;0,454
2;3;constantly;evermore;0,663;0,561;0,7;0,677;0,45;0,403
2;3;evermore;perpetually;0,677;0,45;0,403;0,51;0,473;0,868
2;3;continually;evermore;0,646;0,438;0,698;0,677;0,45;0,403
1;3;hap;occur;0,503;0,431;0,453;0,451;0,561;0,51
1;3;befall;hap;0,52;0,663;0,585;0,503;0,431;0,453
1;2;forward;hand;0,873;0,412;0,75;0,542;0,314;0,434
1;3;hand;spend;0,542;0,314;0,434;0,672;0,745;0,429
2;3;crush;destroy;0,271;0,676;0,582;0,046;0,935;0,635
2;3;destroy;quell;0,046;0,935;0,635;0,388;0,696;0,434
2;3;destroy;overpower;0,046;0,935;0,635;0,448;0,859;0,783
