FamilyWeight;LanguageWeight;from_word;to_word
1;2;drunk;plastered
1;2;double;fold
1;2;article;merchandise
1;4;comb;crest
1;3;gentleman;sir
1;2;gentleman;mister
1;2;gentleman;mr.
1;2;gentleman;mr
1;2;period;rule
1;2;menstruation;rule
1;2;menses;rule
1;2;menorrhea;rule
1;2;menorrhoea;rule
1;2;menstrual period;rule
1;2;monthlies;rule
2;9;continue;keep
2;3;hold;keep
1;4;force;pull
1;2;hale;pull
1;2;force;hale
1;2;draw;hale
1;2;force;military unit
1;2;force;military force
1;2;body;cadaver
3;11;hammer;malleus
1;2;ruler;sovereign
1;3;remember;remind
1;3;recall;remind
1;3;recollect;remind
1;3;snare;trap
1;3;lying in wait;trap
1;3;ambuscade;trap
3;10;eternal city;rome
3;10;roma;rome
2;7;irish;irish gaelic
1;5;dictator;potentate
1;4;force;strength
1;2;power;strength
1;6;ex;ex-wife
1;2;ex;ex-boyfriend
1;5;ex;ex-girlfriend
1;2;hyperlink;link
2;4;moscow;moskva
1;5;abkhaz;abkhazian
1;2;abkhaz;abkhazians
1;2;abkhazian;abkhazians
7;20;celebrity;star
1;4;jerk;putz
3;4;ass;putz
2;13;japanese;nihongo
1;2;japanese;japanese script
1;2;latin;latin alphabet
1;2;latin;roman alphabet
1;5;latvian;lett
3;5;family;home
2;8;halh mongolian;mongolian
1;2;mongol;mongolian
1;2;mongolian;mongolian script
2;3;exact;just
2;4;correct;just
1;4;iranian;western farsi
1;4;farsi;iranian
1;5;persian;western farsi
1;6;farsi;persian
1;5;condition;state
1;3;condition;provision
1;3;condition;stipulation
2;5;beat;hit
4;8;glad;pleased
4;8;happy;pleased
4;8;content;happy
1;2;content;pleased
1;2;fruit juice;juice
1;2;juice;juices
1;3;crush;juice
1;3;juice;squash
2;4;bad;rotten
1;2;coach;trainer
2;12;slovene;slovenian
1;2;consume;take
1;3;have;take
1;2;get;reach
2;5;come;get
1;2;get;make
16;56;can;toilet
3;6;can;john
3;6;can;lav
1;2;can;tin can
1;2;can;tin
1;2;tin;tin can
2;11;article;report
1;4;die;expire
6;25;and;as well as
6;25;and;together with
6;25;and;in addition to
1;2;chinese;chinoise
1;2;chinese;chinois
1;2;receptacle;torus
1;2;turk;turkish
1;2;tamil;tamil script
1;3;reflect;think
3;10;form;shape
1;9;colognian;kölsch
3;10;alien;foreign
1;4;dull;dumb
1;4;dumb;witless
1;2;launch;run
1;13;believe;think
1;10;believe;suppose
1;10;believe;imagine
1;10;believe;opine
1;10;believe;reckon
1;2;run;run for something
1;2;race;run
1;2;run;rush
1;2;coin;hit
1;2;forgiveness;pardon
1;2;forgiveness;sorry
4;10;big;large
1;6;example;model
1;2;instance;model
2;8;example;illustration
2;8;example;representative
2;8;example;instance
1;4;commonly;normally
1;2;commonly;usual
1;2;quotidian;usual
1;2;everyday;usual
1;2;mundane;usual
1;2;routine;usual
1;2;unremarkable;usual
1;2;usual;workaday
2;2;understand;understood
1;2;realize;understand
1;2;get to know;understand
1;2;complimentary;free
1;5;free;vacant
1;2;free;loose
3;5;effect;event
3;9;event;occurrence
1;3;private;soldier
1;2;board;card
1;2;card;circuit board
1;2;card;circuit card
1;3;appear;look
5;7;female;woman
3;12;male;man
2;9;male;masculine
2;7;together;with each other
1;3;on end;together
1;3;at a stretch;together
1;2;begin;start
1;3;face;front
4;9;beautiful;pretty
2;4;appealing;beautiful
2;5;comely;pretty
2;5;handsome;pretty
2;5;good-looking;pretty
1;3;about;around
1;2;approximately;around
1;2;around;roughly
1;2;around;close to
1;2;around;just about
2;3;contemporary;fashionable
1;2;head;mind
1;3;mind;reason
1;3;reason;wit
1;3;intellect;reason
1;2;grounds;reason
3;10;heaven;sky
3;9;correct;exact
2;2;correct;right
4;10;door;gate
2;8;brave;valiant
2;8;brave;courageous
1;4;brave;fearless
1;4;brave;intrepid
1;4;brave;hardy
1;4;brave;unfearing
1;2;audacious;bold
1;2;audacious;valiant
1;2;audacious;courageous
2;6;audacious;brave
4;15;be;exist
2;4;same;similar
2;5;alike;same
2;2;identical;selfsame
2;2;same;selfsame
2;4;even;same
2;4;even;identical
2;4;equal;even
2;4;identical;similar
2;5;alike;identical
2;4;identical;same
2;5;equal;same
2;5;equal;identical
2;6;high;long
1;6;bind;tie
2;3;aqueduct;main
1;3;but;only
1;5;but;without
2;6;goal;purpose
3;6;can;lavatory
16;56;lavatory;toilet
3;6;john;lavatory
3;6;lav;lavatory
1;2;brainbox;mind
1;2;genius;mind
1;2;brainiac;mind
1;2;mastermind;mind
1;2;einstein;mind
1;3;brain;wit
1;5;brain;reason
1;3;brain;intellect
1;2;brain;brainbox
1;2;brain;genius
1;2;brain;brainiac
1;2;brain;mastermind
1;3;brain;head
1;4;brain;mind
1;2;false;untrue
1;2;according;second
1;2;according to;second
1;2;according;according to
1;2;suggest;think
1;2;evoke;think
1;5;await;wait
1;5;look;wait
1;2;ascending;up
4;10;breast;chest
1;4;double;doubled
1;3;double;look-alike
1;4;double;twofold
1;4;double;two-fold
1;5;deep;profound
3;10;direction;management
1;2;examination;test
1;3;chapter;title
1;2;just;single
1;2;only;single
1;2;simply;single
2;3;assail;assault
2;3;assault;set on
2;3;assail;attack
2;3;attack;set on
1;2;jacket;rock
1;2;jacket;rock music
1;4;cranium;skull
1;2;braincase;skull
2;2;escape;flee
2;2;escape;take flight
2;2;escape;run away
1;3;gain;profit
2;5;in;inside
3;5;in;within
3;6;inside;within
1;5;expect;wait
1;5;anticipate;wait
3;3;hate;hatred
3;3;distaste;hate
3;8;character;letter
3;4;invitation;invite
3;6;detest;hate
1;4;detest;dislike
1;2;your;yours
1;5;fair;just
1;4;abhor;hate
1;4;abhor;detest
1;4;hate;loathe
1;4;detest;loathe
1;4;execrate;hate
1;4;detest;execrate
1;3;class;model
1;2;class;tuition
4;6;class;classroom
2;2;category;class
1;3;friendly;nice
1;9;amicable;friendly
1;9;amicable;nice
1;3;fair;only
1;3;extraneous;foreign
2;7;leak;leakage
1;2;dead;expiry
1;2;explain;interpret
1;2;construe;explain
1;2;explain;spiegare
1;2;explicate;interpret
1;2;construe;explicate
1;2;explicate;spiegare
1;4;explain;explicate
1;7;chain;chain store
1;11;once;when
1;2;cover;coverlet
1;2;bedspread;cover
1;2;bedspread;coverlet
1;6;fast;quick
1;5;quick;rapid
1;2;fast;rapid
1;6;amusing;funny
1;3;amusing;jocular
1;3;amusing;joking
1;3;amusing;joky
1;3;amusing;jokey
1;3;amusing;jocose
1;4;flat;plain
1;2;combine;join
1;2;fall in;join
1;2;get together;join
1;2;fall in;unite
1;2;get together;unite
1;2;join;unite
1;2;bring together;join
1;2;joint;spliff
1;2;doobie;joint
1;2;j;joint
1;2;jay;joint
1;2;give;return
1;3;course;itinerary
1;3;bid;offer
1;2;pester;plague
1;4;real;so
1;3;astur-leonese;asturian
1;3;asturian;asturian-leonese
1;3;astur;asturian
1;2;fissure;gorge
1;3;stapes;stirrup
1;3;stirrup;strirrup
1;2;functioning;operation
2;11;drug;medicine
1;2;behold;view
1;3;behold;look
1;2;observe;view
1;2;observe;remark
1;2;mention;observe
1;3;behold;observe
1;2;behold;remark
1;2;behold;mention
1;2;behold;note
2;3;tear;teardrop
2;3;lacrymal fluid;tear
3;5;doubt;question
1;2;bribery;corruption
1;2;gay;homosexual
1;5;homo;homosexual
1;5;calculate;count
1;2;lose;waive
1;3;oriya;oriya script
1;5;slender;thin
3;5;cryptolect;slang
3;5;cant;cryptolect
4;9;cant;slang
3;6;cant;jargon
4;9;argot;cant
4;9;argot;slang
1;2;knowledge;learning
1;2;mountain;raft
1;3;beat;heartbeat
1;2;beat;shell
1;2;beat;crush
1;2;beat;overcome
1;2;beat;vanquish
1;2;beat;beat out
1;2;beat;trounce
1;3;grief;sorrow
1;3;divulge;promulgate
1;3;disseminate;promulgate
1;3;enunciate;promulgate
1;3;exclaim;promulgate
1;2;celestial orbit;orbit
1;2;electron orbit;orbit
1;2;atomic orbital;orbit
1;4;orbit;orbital cavity
1;4;cranial orbit;orbit
1;4;eye socket;orbit
1;2;email;write
1;2;e-mail;write
1;3;arm;branch
2;2;insufficient;poor
2;2;inadequate;poor
1;2;meager;poor
5;22;always;anytime
5;22;anytime;constantly
2;10;always;constantly
2;10;constantly;perpetually
2;10;constantly;continually
1;3;garbage;waste
1;3;garbage;rubbish
1;3;garbage;refuse
1;3;foundation;fundament
1;3;railway station;station
1;2;chart;charter
1;4;chart;map
1;2;bush;shrub
1;2;after;behind
1;4;again;once more
1;4;modern;now
1;2;any;ø‎
1;4;consent;take
1;3;accept;take over
1;3;accept;assume
1;4;accept;consent
1;3;accept;go for
1;2;fourth;quarter
2;5;at that time;then
1;3;revolve;turn
3;4;donation;gift
1;2;clean;wash
1;2;count;narrate
2;3;hold;sustain
2;9;aged;old
2;12;pebble;stone
1;2;community of madrid;madrid
1;3;happy;merry
1;3;glad;merry
3;10;aboon;above
1;2;above;supra
1;2;add;join
1;2;add;unite
1;3;add;add together
2;6;agree;concur
1;5;accept;take
4;13;get hold of;take
1;2;guide;take
1;2;conduct;take
1;3;select;take
1;3;pick out;take
1;5;assume;take
1;2;depart;leave
1;5;be;being
1;5;being;exist
1;2;bigger;major
1;4;mayor;mayoress
1;3;dark;obscure
1;2;conclude;finish
2;4;finish;stop
2;8;finish;terminate
2;8;end;finish
2;7;conclude;end
3;6;air;manner
1;3;manner;modality
1;2;firenze;florence
1;2;cadaver;carcass
4;23;rendering;translation
4;23;interlingual rendition;translation
1;3;dummy;fool
1;4;dangerous;grave
2;5;grave;serious
1;2;aloft;up
2;9;continue;go on
1;2;board;table
1;2;mesa;table
1;8;deathless;immortal
1;2;lethal;mortal
1;2;deadly;mortal
1;2;deathly;mortal
2;4;boost;further
2;2;besides;further
2;2;further;moreover
2;2;further;furthermore
1;3;foster;further
2;4;hit;impact
2;4;bump;hit
1;2;nucleus;stone
1;3;blackboard;table
1;3;deposit;storage
1;2;lot;mountain
1;3;conspicuous;prominent
1;3;finn;finnish
1;2;bear;brook
1;2;brook;tolerate
1;2;bear;stomach
1;2;stomach;tolerate
1;2;bear;stand
1;2;stand;tolerate
1;4;bear;take
1;2;take;tolerate
1;2;font;typeface
1;6;screenplay;script
1;2;scenario;script
1;4;festival;function
1;4;festival;party
1;2;convoy;train
1;3;add;supply
1;5;bid;supply
2;6;give;yield
1;2;return;yield
1;4;cataclysm;catastrophe
1;2;hole;opening
1;2;case;lawsuit
1;2;action;case
1;4;exercise;practice
1;2;however;yet
1;2;but;however
1;2;however;in spite of that
1;4;dull;silly
1;4;silly;witless
1;4;silly;stupid
1;4;foolish;silly
1;4;silly;somewhat stupid
1;4;a little stupid;silly
2;6;fool;stupid
2;6;fool;silly
1;2;bomb;bombshell
1;2;do;make
1;4;do;hairdo
1;3;excited;horny
2;3;by means of;through
3;18;morning;morrow
1;2;good morning;morning
1;3;fresh;new
1;2;cool;fresco
1;6;endeavour;try
1;3;hear;try
1;3;fit;try
1;3;try;try on
1;2;taste;try
1;2;swede;swedish
1;3;school;shoal
1;3;alluring;hot
1;3;alluring;sexy
2;9;ask;question
1;2;question;request
1;4;ask;query
1;4;ask;inquire
1;2;query;request
1;2;rubber;safe
2;7;safe;sure
2;5;certainly;safe
2;5;safe;surely
1;2;homework;owe
1;3;mystery;situation puzzle
1;2;bear;hold
1;3;accept;bear
2;4;bear;wear
2;3;amount;sum
1;2;brush;sweep
2;4;borrow;lend
1;4;complain;plain
1;4;brave;dauntless
1;2;complain;dissent
1;2;complain;protest
2;6;change;modification
2;6;alteration;change
2;6;alteration;modification
2;5;change;exchange
2;3;compilation;version
2;3;compilation;rendering
2;3;compilation;interlingual rendition
2;7;bad;evil
1;3;usage;use
1;3;use;utilize
1;3;use;utilise
1;3;apply;use
1;4;employ;use
2;2;antonym;reverse
1;3;opposite;reverse
3;9;female;feminine
1;2;get together;meet
1;2;dinner;tea
1;3;attain;reach
1;3;attain;come
1;3;arrive;attain
1;3;attain;get
1;5;license;permit
1;5;bisexual;bisexual person
1;2;marrow;pumpkin
1;2;marrow squash;pumpkin
1;2;pumpkin;vegetable marrow
1;2;pussy;vagina
1;2;puss;vagina
1;4;external;outside
1;2;build;make
1;2;construct;raise
1;3;interfere;trouble
1;3;disturb;trouble
1;2;disquiet;interfere
1;2;disquiet;disturb
1;2;bother;discomfort
2;5;bag;sack
2;5;purse;sack
2;4;bag;handbag
2;5;bag;purse
2;5;bag;pocket
2;5;pocket;sack
1;2;airs;pose
1;2;bizarre;funny
1;2;stubborn;unregenerate
1;2;cussed;stubborn
1;2;refractory;stubborn
1;7;hey;what
1;4;bizarre;strange
1;3;bizarre;uncommon
2;4;foreign;strange
1;2;ball;orb
1;2;ball;sphere
1;2;ball;bullet
1;2;ball;globe
4;6;globe;world
1;2;earth;globe
1;2;blue planet;globe
1;2;lover;sex partner
1;2;collision;smash-up
1;3;racket;row
1;2;argue;fight
1;6;noise;racket
1;2;encircle;encompass
1;2;circumscribe;encompass
1;2;circumnavigate;encompass
1;4;bypass;circumnavigate
1;4;bypass;circumvent
1;4;bypass;go around
1;4;bypass;short-circuit
1;4;bypass;get around
1;3;circumscribe;restrict
1;2;father;parent
1;3;other;variable
1;3;other;varying
1;3;changing;other
3;6;different;other
1;4;proclaim;promulgate
1;4;enunciate;proclaim
1;4;exclaim;proclaim
1;6;announce;annunciate
1;3;announce;promulgate
1;4;announce;proclaim
1;2;divide;share
1;2;slice;slice up
1;2;even;pair
1;2;pair;peer
1;4;demise;expire
1;4;expire;pass on
1;4;jester;joker
5;30;cyprus;republic of cyprus
1;4;choose;take
1;5;quarter;trimester
1;6;active;combat-ready
1;6;active;fighting
1;4;active;dynamic
1;4;barrier;obstacle
1;4;atmospheric precipitation;precipitation
2;2;belly;paunch
2;2;abdomen;paunch
2;2;paunch;stomach
2;2;paunch;venter
2;3;buy;purchase
3;6;purse;wallet
3;6;billfold;purse
3;6;notecase;purse
3;6;pocketbook;purse
1;2;giant;titan
1;4;kip;siesta
1;4;nap;siesta
2;5;regret;remorse
2;4;complete;whole
2;4;total;whole
1;4;all;whole
2;4;entire;whole
1;3;completely;entire
1;3;entire;totally
1;3;entire;entirely
1;3;entire;wholly
1;3;completely;whole
1;3;totally;whole
1;3;entirely;whole
1;3;whole;wholly
1;2;depart;go away
1;6;before;earlier
1;6;before;previously
1;2;gauge;measure
2;13;firm;hard
2;13;hard;solid
1;2;abate;decrease
2;6;decrease;reduction
1;2;abatement;decrease
1;2;infraction;infringement
1;2;tag;touch
2;5;fashionable;modern
2;3;modern;trendy
1;2;fashionable;now
1;2;allay;moderate
1;5;ban;exclude
1;6;debar;exclude
1;5;ban;debar
3;5;attire;clothing
1;3;hero;protagonist
1;2;unruly;wild
1;2;boisterous;unruly
2;6;barbarian;savage
1;2;angry;mad
1;3;brazen-faced;fresh
1;3;essence;perfume
1;4;discontented;unsatisfied
1;2;still;though
1;3;ace;professional
1;3;adept;professional
1;3;dab hand;professional
1;2;ground;mass
1;3;crowd;ground
1;2;mass;mountain
1;2;mass;stack
1;2;mass;raft
1;2;lot;mass
1;2;mass;pile
1;3;crowd;mass
1;3;blush;redden
1;3;command;overlook
1;3;overlook;overtop
2;5;existence;life
1;3;viola;violet
1;5;purple;violet
1;3;dominate;overlook
1;5;heal;recuperate
1;5;convalesce;heal
1;5;heal;recover
1;5;melt;melt down
1;4;how;like
1;4;demand;request
1;2;pertain;touch
1;5;research;study
1;5;study;survey
1;4;contemplate;study
1;2;inclusive;world-wide
1;2;cosmos;universe
2;7;universe;world
1;10;guess;think
1;10;believe;guess
1;2;guess;suppose
2;8;amend;improve
2;8;ameliorate;amend
2;8;ameliorate;improve
2;8;improve;meliorate
2;8;ameliorate;meliorate
1;6;enhance;improve
1;6;ameliorate;enhance
1;6;better;enhance
1;6;enhance;meliorate
1;4;blend;mixture
3;13;pound;sterling
3;13;british pound;pound
3;13;pound;pound sterling
1;2;abatement;suspension
1;6;attempt;try
1;2;demonstrate;indicate
1;2;bill;note
1;2;invoice;note
1;2;note;observe
2;2;clothe;dress
2;3;boil;bring to a boil
2;3;boil;bring to the boil
2;2;boil;furuncle
2;2;boil;zit
1;2;boil;moil
1;2;boil;roil
2;8;dead;late
1;3;belated;late
1;3;late;tardy
1;3;delayed;late
1;3;late;lated
1;3;dimension;size
1;6;lease;rent
1;2;aristocrat;noble
1;4;fillet;net
1;7;green;gullible
1;3;position;stance
1;2;stand;viewpoint
1;2;point of view;stand
1;2;stand;view-point
1;2;nay-sayer;negative
1;2;naysayer;negative
1;2;conjure;machinate
1;2;arrest;stop
2;4;arrest;seize
1;3;apprehend;seize
2;3;arrest;grab
1;2;confiscate;seize
1;2;impound;seize
1;2;seize;sequester
1;4;assume;get hold of
1;2;clutch;seize
1;3;grab;seize
1;2;clutch;grab
1;2;spoor;vestige
1;5;brother;monk
1;2;banish;expatriate
1;2;banish;bar
1;7;bashful;shy
2;5;lack;need
2;4;lack;miss
1;4;method;way
2;4;manner;way
1;2;control;knowledge
1;2;grasp;knowledge
1;2;grip;knowledge
1;2;block;pulley
1;2;block;pulley-block
1;2;block;engine block
1;2;block;cylinder block
1;2;block;cuboid
2;4;draft;traction
1;2;revenge;vengeance
1;2;reprisal;revenge
1;2;retaliation;revenge
1;2;retribution;revenge
1;6;bring around;heal
1;3;heal;mend
1;4;cure;mend
1;3;fill;hold
1;3;hold;occupy
1;2;elevator;lift
1;4;calm;quiet
5;9;fingernail;nail
2;2;make;represent
1;2;lonely;only
1;5;just;only
1;4;only;simply
1;2;functionality;operativity
1;2;measure;mete
1;2;measure;measurement
1;2;annotation;remark
1;7;certain;sure
1;2;certain;certainly
1;2;certain;surely
1;2;assuredly;certain
1;7;certain;positive
1;2;positive;undoubted
1;3;positive;sure
1;2;definite;positive
1;2;brook;support
1;2;stomach;support
3;5;stand;support
1;2;support;take
1;3;bear;support
1;3;support;tolerate
1;2;endure;support
1;2;stick out;support
1;2;abide;support
1;2;bear with;support
2;3;hold;support
1;2;support;sustain
7;37;acre;field
2;3;layer;stratum
1;2;film;membrane
1;2;biomembrane;film
1;2;biological membrane;film
1;5;fasten;tie
2;9;alcoholic;drunk
2;9;alcoholic;drunkard
2;9;alcoholic;boozer
1;2;alcohol addict;alcoholic
1;2;cut;slice
3;4;pink;rosy
2;2;current;present
1;2;give back;return
1;3;return;ride back
1;3;drive back;return
1;5;come back;return
1;3;come back;ride back
1;3;come back;drive back
1;4;come back;go back
1;2;give;lend
1;2;charming;nice
1;2;charming;kind
1;2;charming;delectable
1;2;charming;luscious
1;2;charming;enchanting
1;2;nice;sweet
1;2;charming;sweet
1;4;coup;coup d'état
1;4;coup d'état;coup d’état
1;2;arduous;hard
1;2;arduous;difficult
1;2;ditto;likewise
1;3;conciliate;reconcile
1;2;make up;reconcile
1;6;merge;mix
1;2;blend;merge
1;3;insure;secure
1;3;assure;insure
2;2;fix;make
1;2;building;construction
2;2;defect;fault
2;2;make;pee
2;2;make;piss
1;2;above;over
1;2;finished;over
1;4;suppose;suspect
1;2;hypothesize;suspect
1;2;speculate;suspect
1;2;suspect;theorize
1;2;suspect;theorise
1;2;hypothesise;suspect
1;2;hypothecate;suspect
1;4;suppose;surmise
1;2;hypothesize;surmise
1;2;speculate;surmise
1;2;surmise;theorize
1;2;surmise;theorise
1;2;hypothesise;surmise
1;2;hypothecate;surmise
1;5;doctor;physician
1;5;doctor;medical doctor
1;2;doctor;ph.d.
1;2;ph.d.;physician
1;2;medical doctor;ph.d.
2;5;result;solvent
2;5;resolution;result
3;5;effect;result
2;2;result;turn out
2;2;result;result in
1;8;driver;motorist
1;2;funny;odd
2;4;foreign;odd
1;2;foreign;unusual
1;2;extraneous;unusual
1;4;call;ring
1;4;call;telephone
1;4;call;phone
1;4;call;ring up
1;4;call;call up
1;4;call;send for
1;4;call;visit
1;5;conceal;hide
1;5;hide;secrete
2;2;make;shit
2;2;crap;make
1;3;crap;rubbish
1;6;entrance;entry
1;4;arsehole;shit
1;4;arsehole;ass
1;4;arsehole;bastard
1;4;arsehole;asshole
1;4;arsehole;jerk
1;4;asshole;shit
1;4;ass;asshole
1;4;asshole;bastard
1;4;asshole;jerk
2;5;gibberish;nonsense
2;3;mean;think
2;3;intend;think
2;2;design;mean
2;2;destine;mean
2;3;intend;mean
1;2;circulate;spread
1;2;circulate;go around
1;9;computer keyboard;keyboard
2;8;better;improve
2;8;ameliorate;better
2;6;better;meliorate
2;6;amend;better
1;4;acid;bitter
1;3;bitter;vitriolic
1;3;bitter;caustic
1;3;acrid;bitter
1;3;acerb;bitter
1;3;acerbic;bitter
1;3;bitter;blistering
1;3;bitter;sulfurous
1;3;bitter;sulphurous
1;3;bitter;virulent
1;3;compare;equate
1;3;compare;liken
2;2;bright;clear
2;2;clear;luminous
2;2;clear;radiant
1;2;assuage;calm
1;2;assuage;relieve
1;6;break;fracture
2;4;destroy;devastate
2;5;leaf;page
1;2;alleviate;relieve
2;4;castigate;punish
2;4;chastise;punish
1;2;like;wish
1;2;neither;nor
1;2;carcass;carrion
1;3;daily;newspaper
1;3;daily;gazette
1;2;carry;take
2;7;bear;carry
1;2;away;gone
1;6;absent;away
1;3;absent;absentee
1;4;expire;go
2;5;get;procure
2;6;chase;pursue
1;2;associate;partner
1;3;care;health care
1;3;care;caring
1;2;care;like
1;2;careful;carefully
2;10;close;near
1;2;catch;grab
1;2;catch;take hold of
1;3;correct;particular
1;2;clear;finished
1;4;clarify;clear
1;4;clarify;elucidate
2;7;ascend;climb
1;3;glow;shine
1;2;gleam;shine
1;3;excel;shine
1;3;fall;shine
3;9;problem;trouble
2;2;bizarre;exceptional
1;3;rich;wealthy
1;2;rich;well off
1;4;luxurious;rich
2;7;scream;shout
2;7;shout;yell
1;6;shout;shout out
1;2;exclaim;scream
1;2;exclaim;yell
1;2;cry out;shout
1;2;cry out;scream
1;2;cry out;yell
1;2;outcry;shout
1;2;outcry;scream
1;2;outcry;yell
1;2;call out;shout
1;2;call out;scream
1;2;call out;yell
1;2;dulcet;sweet
1;3;dessert;sweet
1;2;give;pay
1;3;pay;pay up
3;5;trouble;worry
1;3;bump;find
1;3;encounter;find
1;3;come across;find
1;3;discover;find
1;3;ascertain;discover
1;2;determine;find
1;2;ascertain;find
1;2;fortune;luck
1;2;fate;fortune
1;2;destiny;fortune
1;2;fortune;kismat
1;2;fortune;kismet
1;5;volition;will
1;2;implement;instrument
2;2;location;place
1;2;place;seat
1;4;read;take
1;3;read;say
1;3;peg;pin
1;3;dollar;us dollar
1;3;american dollar;dollar
1;2;dollar;surinamese dollar
1;3;dollar;trinidad and tobago dollar
1;3;dollar;namibian dollar
1;2;dollar;east caribbean dollar
1;3;cfa franc;swiss franc
1;4;franc;swiss franc
1;3;franc;west african cfa franc
1;3;congolese franc;franc
1;3;cfa franc;franc
1;3;central african cfa franc;franc
1;3;cfp franc;franc
1;4;franc;french franc
1;3;franc;monegasque franc
1;3;andorran franc;franc
1;3;belgian franc;franc
1;3;franc;luxembourgian franc
1;3;franc;malian franc
1;3;burundian franc;franc
1;3;djiboutian franc;franc
1;3;franc;guinean franc
1;3;franc;malagasy franc
1;3;franc;rwandan franc
1;3;outspoken;truthful
1;3;comorian franc;franc
1;3;candid;truthful
2;7;crown;krone
1;7;hard;powerful
1;2;open;open up
1;2;before;first
1;2;earlier;first
1;2;first;previously
1;2;first;former
2;5;other;otherwise
2;5;dissimilar;otherwise
1;3;or;otherwise
1;3;or else;otherwise
1;3;differently;otherwise
1;3;contrarily;otherwise
2;4;gain;merit
2;4;deserve;gain
2;4;earn;merit
2;4;deserve;earn
1;3;gain;win
1;3;earn;win
3;11;agree;assent
2;4;server;waiter
1;2;future;prospective
1;2;light;light up
1;2;kindle;light up
1;5;debate;disputation
1;5;disputation;moot
2;7;clothing;thing
1;3;feed;nourish
1;3;feed;nurture
1;2;feed;feed in
3;14;nepalese rupee;rupee
3;14;indian rupee;rupee
3;14;mauritian rupee;rupee
1;3;dinar;jordanian dinar
1;3;dinar;libyan dinar
1;3;dinar;kuwaiti dinar
1;4;dinar;serbian dinar
1;2;dinar;tunisian dinar
1;2;greenlander;greenlandic
2;9;moldavian;moldovan
1;2;drive;thrust
1;3;drive;motor
2;8;although;though
1;5;mountaintop;top
1;5;summit;top
1;5;peak of mountain;top
1;5;mountaintop;summit
1;5;peak of mountain;summit
1;5;mountaintop;peak
1;5;peak;summit
1;5;peak;peak of mountain
2;2;claim;demand
2;3;enter;go in
2;2;enter;inscribe
2;2;enrol;enter
2;2;enroll;enter
1;3;collapse;drop
1;4;neat;tidy
1;4;orderly;tidy
1;2;lira;lyre
1;2;disavow;reject
1;2;abjure;reject
1;2;disclaim;reject
1;2;disown;reject
1;3;deny;reject
1;2;abnegate;reject
1;2;cast away;reject
1;2;cast aside;reject
1;3;depend;depend on
1;6;abbreviate;shorten
1;6;abbreviate;adumbrate
1;6;abbreviate;summarize
1;2;eternal;forever
1;3;betide;happen
1;3;befall;happen
1;3;bechance;happen
1;3;happen;take place
1;3;hap;happen
1;3;go on;happen
1;3;happen;pass off
1;3;fall out;happen
1;3;come about;happen
1;3;hand;pass
1;2;be;pass
2;3;destroy;eradicate
2;4;annihilate;destroy
2;3;destroy;exterminate
2;3;from;since
1;5;because;since
1;2;reason being;since
1;2;node;thickening
2;3;scientific;scientist
1;2;away;off
1;2;epitome;summary
2;2;fit;suitable
1;2;elegant;fit
7;12;help;relief
7;12;help;ministration
6;6;aid;relief
2;7;aid;assistant
2;7;aid;auxiliary
7;12;aid;help
6;6;assist;help
2;9;assistant;help
1;2;displace;move
1;2;usable;useful
2;8;menace;threat
1;3;epoch;period
1;3;period;time period
1;3;period;period of time
1;3;meet;run into
1;3;come across;meet
1;3;meet;run across
1;2;congregate;meet
1;2;accumulate;meet
1;2;amass;meet
1;2;assemble;meet
1;2;gather;meet
1;2;forgather;meet
1;2;foregather;meet
1;3;encounter;meet
1;5;member;penis
1;5;member;putz
1;5;dick;member
1;5;dong;member
1;5;member;pecker
1;5;member;prick
1;4;limb;member
1;2;bird of prey;predatory
1;3;earring;stud
1;3;earring;stud earring
1;2;trumpet;trumpeter
1;2;trumpet;trumpet player
2;2;altitude;highness
2;3;conjure;magic
1;6;component part;part
1;3;part;section
1;3;fragment;part
1;6;component;part
1;2;alone;only
1;2;accomplishment;performance
1;2;achievement;performance
1;2;beat;defeat
1;2;forceful;strong
1;2;admonish;harangue
1;2;admonish;berate
1;2;admonish;heckle
1;2;admonish;lecture
2;2;lecture;speech
2;5;boil;pimple
2;2;abscess;pimple
1;2;body;committee
1;3;bit;mouthful
3;8;accustomed;usual
1;3;minuscule;minute
1;4;don;father
1;2;aptitude;gift
1;2;aptitude;endowment
1;5;against;with
1;4;hit;strike
1;3;fall;strike
2;3;basin;reservoir
1;2;basin;pelvis
1;2;basin;pelvic girdle
1;3;basin;cymbal
1;4;account;count
1;3;beloved;love
1;4;darling;love
1;4;darling;sweetheart
1;2;particular;proper
1;2;fixed;set
1;2;position;seat
1;2;place;position
1;2;descendant;progeny
1;3;posterity;progeny
1;4;preference;setting
2;6;basically;fundamentally
2;6;essentially;fundamentally
3;5;endowment;gift
1;4;expire;pass
1;5;build;produce
1;5;make;produce
2;11;attire;dress
2;11;attire;clothe
1;3;doff;remove
4;14;lamb;lambkin
1;6;opera;opera house
1;2;agree;correspond
1;6;magician;wizard
1;6;magician;sorcerer
1;2;take;transmit
1;3;air;ventilate
1;3;air out;ventilate
1;2;vent;ventilate
1;3;solution;solvent
1;3;resolution;solution
2;5;result;solution
2;6;domain;field
1;5;area;domain
1;5;domain;orbit
1;5;domain;sphere
1;5;arena;domain
2;8;domain;territory
1;2;domain;magnetic domain
1;2;domain;protein domain
1;5;army;crowd
1;5;crowd;legion
1;5;legion;movement
