WordWeight;FamilyWeight;LanguageWeight;from_word;to_word;Valence.x;Arousal.x;Dominance.x;Valence.y;Arousal.y;Dominance.y
39;26;37;narrow;thin (of shape of object);0,26;0,368;0,356;0,469;0,337;0,356
5;5;5;narrow;thin (slim);0,26;0,368;0,356;0,469;0,337;0,356
5;3;5;narrow;fine or thin;0,26;0,368;0,356;0,469;0,337;0,356
9;4;9;thick;heavy;0,449;0,433;0,596;0,25;0,454;0,6
9;4;9;thick;dense;0,449;0,433;0,596;0,354;0,343;0,536
11;4;11;thick;fat (obese);0,449;0,433;0,596;0,198;0,353;0,237
5;5;5;thick;fat (organic substance);0,449;0,433;0,596;0,198;0,353;0,237
4;4;4;thick;full;0,449;0,433;0,596;0,602;0,255;0,704
10;8;10;thin (of shape of object);shallow;0,469;0,337;0,356;0,427;0,298;0,351
6;5;5;thin (of shape of object);weak;0,469;0,337;0,356;0,18;0,241;0,045
5;5;5;thin (of shape of object);flat;0,469;0,337;0,356;0,408;0,236;0,303
24;7;23;thin (of shape of object);fine or thin;0,469;0,337;0,356;0,469;0,337;0,356
11;5;11;thin (of shape of object);thin (slim);0,469;0,337;0,356;0,469;0,337;0,356
6;3;6;deep;difficult;0,49;0,473;0,657;0,235;0,7;0,508
5;4;5;deep;bottom;0,49;0,473;0,657;0,417;0,37;0,291
4;4;4;deep;inside;0,49;0,473;0,657;0,612;0,404;0,472
11;3;11;deep;dark;0,49;0,473;0,657;0,198;0,398;0,426
3;3;3;shallow;dry;0,427;0,298;0,351;0,363;0,169;0,311
7;4;7;shallow;flat;0,427;0,298;0,351;0,408;0,236;0,303
48;12;48;flat;smooth;0,408;0,236;0,303;0,823;0,127;0,281
21;8;21;flat;straight;0,408;0,236;0,303;0,667;0,298;0,669
4;3;4;flat;similar;0,408;0,236;0,303;0,562;0,25;0,423
8;4;8;flat;correct (right);0,408;0,236;0,303;0,857;0,306;0,723
3;3;3;flat;plate;0,408;0,236;0,303;0,583;0,245;0,366
5;3;5;flat;board;0,408;0,236;0,303;0,592;0,255;0,385
4;4;4;flat;floor;0,408;0,236;0,303;0,43;0,23;0,25
3;3;3;flat;field;0,408;0,236;0,303;0,64;0,38;0,336
25;9;25;straight;right;0,667;0,298;0,669;0,74;0,352;0,71
185;24;181;straight;correct (right);0,667;0,298;0,669;0,857;0,306;0,723
21;7;21;straight;smooth;0,667;0,298;0,669;0,823;0,127;0,281
9;5;9;straight;faithful;0,667;0,298;0,669;0,888;0,333;0,627
9;7;9;straight;true;0,667;0,298;0,669;0,896;0,436;0,777
11;4;11;straight;good;0,667;0,298;0,669;0,938;0,368;0,534
3;3;3;straight;name;0,667;0,298;0,669;0,573;0,3;0,415
3;3;3;straight;hard;0,667;0,298;0,669;0,302;0,708;0,616
7;5;7;crooked;hook;0,146;0,594;0,305;0,418;0,444;0,395
12;3;12;crooked;wrong;0,146;0,594;0,305;0,042;0,582;0,48
49;14;44;crooked;bend;0,146;0,594;0,305;0,571;0,324;0,368
4;3;4;crooked;lame;0,146;0,594;0,305;0,145;0,41;0,217
3;3;3;crooked;mistake;0,146;0,594;0,305;0,208;0,585;0,102
5;3;5;hook;anchor;0,418;0,444;0,395;0,52;0,284;0,564
9;6;8;hook;pitchfork;0,418;0,444;0,395;0,312;0,58;0,529
4;3;4;hook;needle (for sewing);0,418;0,444;0,395;0,25;0,472;0,36
4;4;4;hook;peg;0,418;0,444;0,395;0,52;0,357;0,393
8;6;8;round;wheel;0,552;0,434;0,311;0,615;0,31;0,446
59;22;58;round;circle;0,552;0,434;0,311;0,48;0,29;0,343
20;15;20;round;ball;0,552;0,434;0,311;0,74;0,427;0,317
3;3;3;round;egg;0,552;0,434;0,311;0,684;0,241;0,293
28;10;28;circle;wheel;0,48;0,29;0,343;0,615;0,31;0,446
14;5;14;circle;ring;0,48;0,29;0,343;0,677;0,427;0,464
17;11;17;circle;ball;0,48;0,29;0,343;0,74;0,427;0,317
12;9;12;line;thread;0,541;0,18;0,353;0,646;0,184;0,209
12;7;12;line;rope;0,541;0,18;0,353;0,385;0,28;0,345
12;4;12;line;furrow;0,541;0,18;0,353;0,408;0,42;0,345
40;10;37;line;stroke (of pen);0,541;0,18;0,353;0,562;0,44;0,57
85;4;79;hole;bore;0,531;0,31;0,33;0,417;0,44;0,455
5;4;4;hole;grave;0,531;0,31;0,33;0,153;0,385;0,386
11;10;10;hole;ditch;0,531;0,31;0,33;0,357;0,364;0,322
6;5;6;hole;inside;0,531;0,31;0,33;0,612;0,404;0,472
7;3;7;hole;window;0,531;0,31;0,33;0,542;0,276;0,385
5;3;5;hole;mouth;0,531;0,31;0,33;0,734;0,294;0,336
3;3;3;hole;nostril;0,531;0,31;0,33;0,396;0,404;0,316
4;3;4;hole;trap (pitfall);0,531;0,31;0,33;0,104;0,61;0,391
4;3;4;hole;bury;0,531;0,31;0,33;0,077;0,571;0,346
11;6;11;hole;lair;0,531;0,31;0,33;0,469;0,438;0,392
7;5;7;hole;pit (pothole);0,531;0,31;0,33;0,408;0,396;0,278
4;4;4;similar;manner;0,562;0,25;0,423;0,618;0,25;0,32
19;11;18;similar;seem;0,562;0,25;0,423;0,471;0,302;0,298
19;6;16;change;change (become different);0,625;0,575;0,606;0,625;0,575;0,606
3;3;3;count;know (something);0,594;0,389;0,492;0,765;0,361;0,704
3;3;3;count;say;0,594;0,389;0,492;0,571;0,31;0,482
50;6;48;count;think (believe);0,594;0,389;0,492;0,786;0,408;0,618
64;17;63;count;read;0,594;0,389;0,492;0,74;0,283;0,611
15;3;14;count;tell;0,594;0,389;0,492;0,551;0,35;0,457
4;3;4;count;think (reflect);0,594;0,389;0,492;0,786;0,408;0,618
3;3;3;count;number;0,594;0,389;0,492;0,406;0,231;0,471
51;14;49;count;calculate;0,594;0,389;0,492;0,49;0,452;0,44
9;4;9;crowd;people;0,35;0,827;0,731;0,604;0,4;0,5
9;3;9;full;swell;0,602;0,255;0,704;0,36;0,679;0,348
4;3;4;full;father;0,602;0,255;0,704;0,812;0,333;0,824
7;5;7;empty;dry;0,188;0,183;0,081;0,363;0,169;0,311
7;3;7;empty;naked;0,188;0,183;0,081;0,323;0,885;0,288
26;10;22;part;half;0,663;0,278;0,36;0,5;0,274;0,276
4;3;4;part;cloth;0,663;0,278;0,36;0,51;0,19;0,287
4;3;4;part;end (of space);0,663;0,278;0,36;0,198;0,349;0,298
5;4;5;part;slice;0,663;0,278;0,36;0,583;0,375;0,303
25;13;24;part;piece;0,663;0,278;0,36;0,646;0,245;0,367
19;14;19;half;center or middle;0,5;0,274;0,276;0,5505;0,194;0,3655
6;6;6;half;middle;0,5;0,274;0,276;0,458;0,157;0,3
3;3;3;half;piece;0,5;0,274;0,276;0,646;0,245;0,367
5;5;5;first;begin or start;0,625;0,5;0,788;0,6805;0,4995;0,676
3;3;3;first;beginning;0,625;0,5;0,788;0,816;0,528;0,558
3;3;3;second;third;0,49;0,21;0,25;0,551;0,187;0,304
6;4;6;second;two;0,49;0,21;0,25;0,52;0,2;0,404
19;3;19;second;other;0,49;0,21;0,25;0,472;0,23;0,259
40;19;39;pair;two;0,552;0,317;0,304;0,52;0,2;0,404
6;6;6;pair;twins;0,552;0,317;0,304;0,76;0,473;0,602
10;5;9;third;three;0,551;0,187;0,304;0,653;0,225;0,377
17;13;17;time;day (not night);0,604;0,288;0,609;0,719;0,269;0,389
37;19;33;time;hour;0,604;0,288;0,609;0,552;0,265;0,336
40;15;33;time;season;0,604;0,288;0,609;0,792;0,41;0,519
47;7;39;time;age;0,604;0,288;0,609;0,561;0,226;0,498
54;17;51;time;weather;0,604;0,288;0,609;0,755;0,404;0,567
4;4;4;time;clock;0,604;0,288;0,609;0,677;0,173;0,407
4;4;4;time;day (24 hours);0,604;0,288;0,609;0,719;0,269;0,389
88;29;88;age;year;0,561;0,226;0,498;0,542;0,284;0,415
5;4;5;age;summer;0,561;0,226;0,498;0,812;0,373;0,55
6;4;6;age;old;0,561;0,226;0,498;0,41;0,279;0,315
12;3;11;age;season;0,561;0,226;0,498;0,792;0,41;0,519
3;3;3;age;weather;0,561;0,226;0,498;0,755;0,404;0,567
4;3;4;age;life;0,561;0,226;0,498;0,918;0,615;0,824
57;15;51;new;young;0,917;0,49;0,582;0,812;0,52;0,537
4;3;4;new;blood;0,917;0,49;0,582;0,219;0,684;0,585
8;5;8;new;raw;0,917;0,49;0,582;0,143;0,349;0,342
6;5;5;new;clean;0,917;0,49;0,582;0,827;0,17;0,5
7;5;7;new;good;0,917;0,49;0,582;0,938;0,368;0,534
13;8;13;new;fresh;0,917;0,49;0,582;0,908;0,292;0,419
4;3;4;new;news;0,917;0,49;0,582;0,633;0,58;0,61
10;6;10;young;child (young human);0,812;0,52;0,537;0,912;0,46;0,413
9;8;9;young;boy;0,812;0,52;0,537;0,646;0,392;0,445
6;4;6;young;soft;0,812;0,52;0,537;0,76;0,179;0,232
3;3;3;young;son;0,812;0,52;0,537;0,792;0,365;0,528
5;5;5;young;baby;0,812;0,52;0,537;0,837;0,365;0,455
5;3;5;old;ripe;0,41;0,279;0,315;0,671;0,337;0,67
5;5;5;old;husband;0,41;0,279;0,315;0,771;0,5;0,655
3;3;3;old;rotten;0,41;0,279;0,315;0,104;0,59;0,327
3;3;3;old;chieftain;0,41;0,279;0,315;0,343;0,529;0,86
3;3;3;old;dirty;0,41;0,279;0,315;0,153;0,46;0,17
37;7;34;old;old (aged);0,41;0,279;0,315;0,41;0,279;0,315
50;25;50;early;morning;0,633;0,373;0,426;0,688;0,235;0,444
10;8;10;early;dawn;0,633;0,373;0,426;0,827;0,235;0,519
10;4;10;early;immediately;0,633;0,373;0,426;0,552;0,78;0,707
3;3;3;early;hurry;0,633;0,373;0,426;0,422;0,735;0,481
7;3;7;late;night;0,245;0,358;0,315;0,598;0,396;0,404
38;20;37;late;afternoon;0,245;0,358;0,315;0,533;0,388;0,339
7;6;7;late;evening;0,245;0,358;0,315;0,458;0,185;0,318
19;8;18;late;slow;0,245;0,358;0,315;0,357;0,073;0,131
3;3;3;immediately;today;0,552;0,78;0,707;0,806;0,306;0,362
4;3;4;immediately;together;0,552;0,78;0,707;0,874;0,392;0,658
7;5;6;immediately;suddenly;0,552;0,78;0,707;0,67;0,51;0,456
24;4;22;slow;silence;0,357;0,073;0,131;0,438;0,2;0,223
5;3;4;slow;soft;0,357;0,073;0,131;0,76;0,179;0,232
5;5;5;slow;quiet;0,357;0,073;0,131;0,792;0,105;0,431
53;12;47;hurry;bolt (move in haste);0,422;0,735;0,481;0,354;0,363;0,426
3;3;3;hurry;urge (someone);0,422;0,735;0,481;0,418;0,68;0,653
5;3;5;begin or start;head;0,6805;0,4995;0,676;0,53;0,472;0,558
52;21;47;cease;finish;0,388;0,25;0,42;0,471;0,429;0,545
12;4;11;cease;end (of time);0,388;0,25;0,42;0,198;0,349;0,298
9;4;9;cease;rest;0,388;0,25;0,42;0,907;0,167;0,3
4;3;4;cease;hear;0,388;0,25;0,42;0,76;0,429;0,444
5;3;5;cease;divorce;0,388;0,25;0,42;0,042;0,7;0,385
4;3;4;cease;cut;0,388;0,25;0,42;0,49;0,49;0,393
6;4;6;ready;good;0,77;0,388;0,648;0,938;0,368;0,534
3;3;3;ready;ripe;0,77;0,388;0,648;0,671;0,337;0,67
3;3;3;ready;finish;0,77;0,388;0,648;0,471;0,429;0,545
4;4;4;dawn;tomorrow;0,827;0,235;0,519;0,792;0,377;0,407
27;10;26;dawn;morning;0,827;0,235;0,519;0,688;0,235;0,444
3;3;3;dawn;day (not night);0,827;0,235;0,519;0,719;0,269;0,389
4;3;4;dawn;bright;0,827;0,235;0,519;0,89;0,527;0,812
12;4;11;midday;lunch;0,658;0,25;0,403;0,88;0,41;0,542
8;3;8;midday;dinner (supper);0,658;0,25;0,403;0,823;0,392;0,379
7;5;7;midday;day (not night);0,658;0,25;0,403;0,719;0,269;0,389
7;4;7;midday;afternoon;0,658;0,25;0,403;0,533;0,388;0,339
3;3;3;today;day (not night);0,806;0,306;0,362;0,719;0,269;0,389
97;15;93;tomorrow;yesterday;0,792;0,377;0,407;0,5;0,286;0,253
42;18;42;tomorrow;morning;0,792;0,377;0,407;0,688;0,235;0,444
4;4;4;tomorrow;day (not night);0,792;0,377;0,407;0,719;0,269;0,389
4;3;4;hour;sun;0,552;0,265;0,336;0,877;0,4;0,681
120;13;119;hour;clock;0,552;0,265;0,336;0,677;0,173;0,407
8;6;8;hour;season;0,552;0,265;0,336;0,792;0,41;0,519
8;8;8;clock;sun;0,677;0,173;0,407;0,877;0,4;0,681
14;9;14;week;sunday;0,51;0,231;0,351;0,776;0,196;0,394
8;6;8;season;weather;0,792;0,41;0,519;0,755;0,404;0,567
8;6;8;season;year;0,792;0,41;0,519;0,542;0,284;0,415
7;5;6;season;day (not night);0,792;0,41;0,519;0,719;0,269;0,389
6;4;5;smell (stink);feel;0,51;0,52;0,33;0,802;0,602;0,596
4;3;3;smell (stink);hear;0,51;0,52;0,33;0,76;0,429;0,444
53;22;50;smell (stink);smell (perceive);0,51;0,52;0,33;0,51;0,52;0,33
20;9;20;smell (stink);stinking;0,51;0,52;0,33;0,041;0,657;0,264
21;15;21;smell (stink);sniff;0,51;0,52;0,33;0,396;0,5;0,318
7;7;7;smell (stink);fragrant;0,51;0,52;0,33;0,615;0,598;0,613
3;3;3;smell (stink);rotten;0,51;0,52;0,33;0,104;0,59;0,327
31;15;28;stinking;rotten;0,041;0,657;0,264;0,104;0,59;0,327
11;5;11;stinking;smell (perceive);0,041;0,657;0,264;0,51;0,52;0,33
4;4;4;stinking;fragrant;0,041;0,657;0,264;0,615;0,598;0,613
3;3;3;stinking;sniff;0,041;0,657;0,264;0,396;0,5;0,318
3;3;3;stinking;pus;0,041;0,657;0,264;0,135;0,431;0,226
3;3;3;stinking;red;0,041;0,657;0,264;0,427;0,385;0,377
45;16;45;taste (something);try;0,802;0,406;0,465;0,604;0,551;0,556
12;6;11;taste (something);hear;0,802;0,406;0,465;0,76;0,429;0,444
9;7;8;taste (something);feel;0,802;0,406;0,465;0,802;0,602;0,596
14;3;14;taste (something);touch;0,802;0,406;0,465;0,646;0,477;0,455
5;5;5;taste (something);smell (perceive);0,802;0,406;0,465;0,51;0,52;0,33
6;4;6;taste (something);imitate;0,802;0,406;0,465;0,469;0,561;0,336
56;12;55;salty;bitter;0,388;0,531;0,288;0,218;0,627;0,411
8;7;8;salty;sweet;0,388;0,531;0,288;0,668;0,418;0,382
18;12;17;salty;sour;0,388;0,531;0,288;0,276;0,594;0,373
44;13;44;salty;brackish;0,388;0,531;0,288;0,469;0,368;0,421
25;13;25;salty;salt;0,388;0,531;0,288;0,323;0,312;0,306
50;22;45;bitter;sour;0,218;0,627;0,411;0,276;0,594;0,373
4;3;4;bitter;brackish;0,218;0,627;0,411;0,469;0,368;0,421
12;3;11;bitter;sharp;0,218;0,627;0,411;0,459;0,585;0,585
3;3;3;bitter;difficult;0,218;0,627;0,411;0,235;0,7;0,508
3;3;3;sour;rotten;0,276;0,594;0,373;0,104;0,59;0,327
109;48;107;hear;listen;0,76;0,429;0,444;0,771;0,36;0,445
22;15;22;hear;smell (perceive);0,76;0,429;0,444;0,51;0,52;0,33
14;4;14;hear;think;0,76;0,429;0,444;0,786;0,408;0,618
37;13;35;hear;know (something);0,76;0,429;0,444;0,765;0,361;0,704
9;4;9;hear;see;0,76;0,429;0,444;0,635;0,269;0,312
10;7;10;hear;ear;0,76;0,429;0,444;0,469;0,216;0,231
33;20;32;hear;obey;0,76;0,429;0,444;0,677;0,433;0,533
5;3;5;hear;name;0,76;0,429;0,444;0,573;0,3;0,415
25;14;23;hear;feel;0,76;0,429;0,444;0,802;0,602;0,596
53;30;52;hear;understand;0,76;0,429;0,444;0,76;0,374;0,643
3;3;3;hear;believe;0,76;0,429;0,444;0,781;0,37;0,682
5;4;5;hear;ask (inquire);0,76;0,429;0,444;0,531;0,44;0,459
11;4;11;hear;feel (tactually);0,76;0,429;0,444;0,802;0,602;0,596
4;3;4;hear;sing;0,76;0,429;0,444;0,858;0,606;0,42
168;22;160;sound or noise;voice;0,26;0,883;0,388;0,594;0,343;0,528
6;4;6;sound or noise;loud;0,26;0,883;0,388;0,573;0,65;0,87
9;5;9;sound or noise;word;0,26;0,883;0,388;0,552;0,255;0,482
3;3;3;sound or noise;shout;0,26;0,883;0,388;0,229;0,925;0,444
7;3;7;sound or noise;language;0,26;0,883;0,388;0,677;0,337;0,704
3;3;3;sound or noise;speak;0,26;0,883;0,388;0,765;0,472;0,5
10;6;9;sound or noise;noise;0,26;0,883;0,388;0,26;0,883;0,388
35;10;33;sound or noise;tone (music);0,26;0,883;0,388;0,551;0,355;0,411
3;3;3;loud;shout;0,573;0,65;0,87;0,229;0,925;0,444
16;7;16;loud;hard;0,573;0,65;0,87;0,302;0,708;0,616
20;7;19;loud;mighty or powerful or strong;0,573;0,65;0,87;0,8885;0,7875;0,943
4;3;4;loud;bright;0,573;0,65;0,87;0,89;0,527;0,812
6;4;6;loud;strong;0,573;0,65;0,87;0,912;0,745;0,895
9;6;9;silence;peace;0,438;0,2;0,223;0,939;0,156;0,613
124;30;121;see;look;0,635;0,269;0,312;0,719;0,429;0,615
3;3;3;see;say;0,635;0,269;0,312;0,571;0,31;0,482
3;3;3;see;sew;0,635;0,269;0,312;0,51;0,34;0,34
7;6;7;see;understand;0,635;0,269;0,312;0,76;0,374;0,643
3;3;3;see;sleep;0,635;0,269;0,312;0,719;0,09;0,339
36;15;34;see;know (something);0,635;0,269;0,312;0,765;0,361;0,704
3;3;3;see;dig;0,635;0,269;0,312;0,367;0,585;0,637
5;3;5;see;eat;0,635;0,269;0,312;0,731;0,5;0,464
4;3;4;see;think (reflect);0,635;0,269;0,312;0,786;0,408;0,618
5;4;5;see;think (believe);0,635;0,269;0,312;0,786;0,408;0,618
6;3;6;see;house;0,635;0,269;0,312;0,587;0,135;0,533
24;17;23;see;meet;0,635;0,269;0,312;0,76;0,51;0,58
4;3;4;see;eye;0,635;0,269;0,312;0,531;0,265;0,425
3;3;3;see;try;0,635;0,269;0,312;0,604;0,551;0,556
6;3;6;see;seem;0,635;0,269;0,312;0,471;0,302;0,298
3;3;3;see;guard;0,635;0,269;0,312;0,592;0,51;0,725
8;5;8;see;notice (something);0,635;0,269;0,312;0,646;0,408;0,491
29;7;29;see;watch;0,635;0,269;0,312;0,531;0,346;0,423
4;3;4;see;bite;0,635;0,269;0,312;0,219;0,796;0,51
4;4;4;look;try;0,719;0,429;0,615;0,604;0,551;0,556
4;4;4;look;eye;0,719;0,429;0,615;0,531;0,265;0,425
12;3;12;look;preserve;0,719;0,429;0,615;0,837;0,431;0,755
4;4;4;look;understand;0,719;0,429;0,615;0,76;0,374;0,643
5;3;5;look;read;0,719;0,429;0,615;0,74;0,283;0,611
45;13;44;look;watch;0,719;0,429;0,615;0,531;0,346;0,423
5;4;5;show;seem;0,673;0,771;0,719;0,471;0,302;0,298
8;5;5;show;explain;0,673;0,771;0,719;0,719;0,517;0,736
12;5;11;show;teach;0,673;0,771;0,719;0,84;0,51;0,852
7;5;6;show;announce;0,673;0,771;0,719;0,694;0,618;0,611
3;3;3;show;learn;0,673;0,771;0,719;0,833;0,643;0,829
5;5;5;show;visible;0,673;0,771;0,719;0,75;0,342;0,509
3;3;3;shine;light (ignite);0,844;0,539;0,741;0,771;0,32;0,519
10;5;10;shine;light (color);0,844;0,539;0,741;0,771;0,32;0,519
21;16;20;shine;bright;0,844;0,539;0,741;0,89;0,527;0,812
7;6;7;shine;burning;0,844;0,539;0,741;0,229;0,76;0,412
13;6;12;bright;white;0,89;0,527;0,812;0,729;0,173;0,42
96;12;83;bright;light (color);0,89;0,527;0,812;0,771;0,32;0,519
44;8;39;bright;clear;0,89;0,527;0,812;0,857;0,327;0,573
8;5;8;bright;clean;0,89;0,527;0,812;0,827;0,17;0,5
3;3;3;bright;anger;0,89;0,527;0,812;0,167;0,865;0,657
3;3;3;bright;smooth;0,89;0,527;0,812;0,823;0,127;0,281
5;4;5;bright;lightning;0,89;0,527;0,812;0,429;0,683;0,595
97;37;95;dark;black;0,198;0,398;0,426;0,326;0,339;0,39
48;16;47;dark;night;0,198;0,398;0,426;0,598;0,396;0,404
9;8;9;dark;dirty;0,198;0,398;0,426;0,153;0,46;0,17
27;8;22;dark;obscure;0,198;0,398;0,426;0,37;0,551;0,278
3;3;3;dark;red;0,198;0,398;0,426;0,427;0,385;0,377
3;3;3;dark;blue;0,198;0,398;0,426;0,646;0,137;0,291
10;4;10;dark;blind;0,198;0,398;0,426;0,156;0,36;0,184
25;14;24;touch;feel;0,646;0,477;0,455;0,802;0,602;0,596
3;3;3;touch;try;0,646;0,477;0,455;0,604;0,551;0,556
9;7;9;touch;catch;0,646;0,477;0,455;0,531;0,437;0,552
7;4;7;touch;move (affect emotionally);0,646;0,477;0,455;0,656;0,647;0,67
3;3;3;touch;trap (catch);0,646;0,477;0,455;0,104;0,61;0,391
24;6;24;pinch;press;0,34;0,632;0,339;0,552;0,52;0,491
3;3;3;pinch;scrape;0,34;0,632;0,339;0,365;0,615;0,384
28;8;26;pinch;squeeze;0,34;0,632;0,339;0,458;0,676;0,532
3;3;3;pinch;tear (shred);0,34;0,632;0,339;0,404;0,62;0,327
4;3;4;pinch;rub;0,34;0,632;0,339;0,521;0,565;0,4
3;3;3;pinch;bite;0,34;0,632;0,339;0,219;0,796;0,51
34;6;34;feel;know (something);0,802;0,602;0,596;0,765;0,361;0,704
13;9;13;feel;smell (perceive);0,802;0,602;0,596;0,51;0,52;0,33
3;3;3;feel;guess;0,802;0,602;0,596;0,64;0,463;0,442
5;5;5;feel;try;0,802;0,602;0,596;0,604;0,551;0,556
14;8;14;feel;understand;0,802;0,602;0,596;0,76;0,374;0,643
4;3;3;feel;think (believe);0,802;0,602;0,596;0,786;0,408;0,618
3;3;3;feel;obey;0,802;0,602;0,596;0,677;0,433;0,533
3;3;3;feel;believe;0,802;0,602;0,596;0,781;0,37;0,682
10;7;9;feel;listen;0,802;0,602;0,596;0,771;0,36;0,445
28;5;26;hard;rough;0,302;0,708;0,616;0,406;0,794;0,632
24;10;22;hard;difficult;0,302;0,708;0,616;0,235;0,7;0,508
21;16;21;hard;mighty or powerful or strong;0,302;0,708;0,616;0,8885;0,7875;0,943
14;7;14;hard;strong;0,302;0,708;0,616;0,912;0,745;0,895
25;11;24;hard;solid;0,302;0,708;0,616;0,667;0,304;0,763
22;14;20;soft;smooth;0,76;0,179;0,232;0,823;0,127;0,281
5;5;5;soft;easy;0,76;0,179;0,232;0,865;0,194;0,373
21;11;20;soft;weak;0,76;0,179;0,232;0,18;0,241;0,045
23;7;23;soft;gentle;0,76;0,179;0,232;0,847;0,353;0,589
6;4;6;smooth;slip;0,823;0,127;0,281;0,316;0,714;0,321
13;3;13;smooth;correct (right);0,823;0,127;0,281;0,857;0,306;0,723
3;3;3;smooth;blunt;0,823;0,127;0,281;0,551;0,68;0,925
5;4;4;sharp;rough;0,459;0,585;0,585;0,406;0,794;0,632
20;6;20;blunt;blind;0,551;0,68;0,925;0,156;0,36;0,184
4;3;4;blunt;stupid;0,551;0,68;0,925;0,133;0,51;0,2
31;8;31;wet;raw;0,385;0,417;0,185;0,143;0,349;0,342
9;5;9;wet;rotten;0,385;0,417;0,185;0,104;0,59;0,327
4;3;4;wet;dirty;0,385;0,417;0,185;0,153;0,46;0,17
18;10;16;wet;damp;0,385;0,417;0,185;0,36;0,279;0,21
12;4;10;wet;water;0,385;0,417;0,185;0,812;0,123;0,429
9;3;9;wet;cold;0,385;0,417;0,185;0,398;0,538;0,348
10;3;10;dry;thin (slim);0,363;0,169;0,311;0,469;0,337;0,356
33;3;33;dry;thirsty;0,363;0,169;0,311;0,281;0,66;0,31
3;3;3;dry;cold;0,363;0,169;0,311;0,398;0,538;0,348
86;22;80;hot;warm;0,49;0,74;0,573;0,76;0,312;0,585
10;6;10;hot;fire;0,49;0,74;0,573;0,38;0,804;0,635
3;3;3;hot;drink;0,49;0,74;0,573;0,65;0,552;0,474
24;14;23;hot;fever;0,49;0,74;0,573;0,194;0,674;0,364
7;5;7;hot;burning;0,49;0,74;0,573;0,229;0,76;0,412
9;3;9;hot;painful or sick;0,49;0,74;0,573;0,077;0,5865;0,233
22;9;22;hot;heat;0,49;0,74;0,573;0,534;0,612;0,433
13;6;13;hot;hot or warm;0,49;0,74;0,573;0,625;0,526;0,579
5;5;5;warm;heat;0,76;0,312;0,585;0,534;0,612;0,433
21;8;20;clean;clear;0,827;0,17;0,5;0,857;0,327;0,573
32;7;28;clean;holy;0,827;0,17;0,5;0,812;0,112;0,69
16;8;15;clean;good;0,827;0,17;0,5;0,938;0,368;0,534
12;8;11;clean;beautiful;0,827;0,17;0,5;0,875;0,614;0,648
8;7;8;clean;light (color);0,827;0,17;0,5;0,771;0,32;0,519
5;3;5;clean;innocent;0,827;0,17;0,5;0,729;0,206;0,34
14;8;14;clean;white;0,827;0,17;0,5;0,729;0,173;0,42
3;3;3;clean;fresh;0,827;0,17;0,5;0,908;0,292;0,419
3;3;3;dirty;night;0,153;0,46;0,17;0,598;0,396;0,404
59;21;59;dirty;black;0,153;0,46;0,17;0,326;0,339;0,39
14;12;14;dirty;ugly;0,153;0,46;0,17;0,167;0,63;0,254
7;6;7;dirty;bad;0,153;0,46;0,17;0,125;0,625;0,373
44;6;40;dirty;dirt;0,153;0,46;0,17;0,112;0,5;0,236
84;22;76;soul;ghost;0,77;0,22;0,51;0,265;0,755;0,343
27;14;24;soul;heart;0,77;0,22;0,51;0,827;0,5;0,693
16;6;12;soul;breath or breathe;0,77;0,22;0,51;0,7585;0,3825;0,4845
22;10;19;soul;mind;0,77;0,22;0,51;0,65;0,388;0,627
3;3;3;soul;chest;0,77;0,22;0,51;0,52;0,429;0,481
7;4;6;soul;be alive or life;0,77;0,22;0,51;0,918;0,615;0,824
8;7;8;soul;demon;0,77;0,22;0,51;0,037;0,908;0,509
9;3;8;soul;life;0,77;0,22;0,51;0,918;0,615;0,824
5;5;5;surprised;fear (fright);0,784;0,855;0,539;0,073;0,84;0,293
4;4;4;happy;good;1;0,735;0,772;0,938;0,368;0,534
3;3;3;happy;mighty or powerful or strong;1;0,735;0,772;0,8885;0,7875;0,943
3;3;3;happy;healthy;1;0,735;0,772;0,938;0,319;0,818
4;4;4;happy;love;1;0,735;0,772;1;0,519;0,673
61;24;59;laugh;smile;0,98;0,639;0,587;0,906;0,598;0,618
3;3;3;laugh;cloth;0,98;0,639;0,587;0,51;0,19;0,287
9;5;9;laugh;laughter;0,98;0,639;0,587;0,959;0,654;0,588
3;3;3;play;speak;0,812;0,765;0,358;0,765;0,472;0,5
14;6;14;play;dance;0,812;0,765;0,358;0,894;0,84;0,551
7;5;7;play;game;0,812;0,765;0,358;0,735;0,788;0,493
7;5;7;love;good;1;0,519;0,673;0,938;0,368;0,534
39;11;39;love;like;1;0,519;0,673;0,719;0,353;0,446
44;24;40;love;want;1;0,519;0,673;0,671;0,642;0,598
8;5;8;love;pity;1;0,519;0,673;0,16;0,398;0,114
4;4;4;love;need (noun);1;0,519;0,673;0,51;0,574;0,2
3;3;3;love;ask (request);1;0,519;0,673;0,531;0,44;0,459
46;9;46;kiss;suck;0,967;0,813;0,63;0,344;0,706;0,377
5;4;5;kiss;drink;0,967;0,813;0,63;0,65;0,552;0,474
6;4;5;kiss;embrace;0,967;0,813;0,63;0,949;0,49;0,452
11;3;11;kiss;smell (perceive);0,967;0,813;0,63;0,51;0,52;0,33
6;3;6;kiss;sniff;0,967;0,813;0,63;0,396;0,5;0,318
35;9;25;pain;grief;0,012;0,765;0,395;0,07;0,64;0,474
113;18;110;pain;sick;0,012;0,765;0,395;0,104;0,431;0,136
