WordWeight;FamilyWeight;LanguageWeight;from_word;to_word;Valence.x;Arousal.x;Dominance.x;Valence.y;Arousal.y;Dominance.y
3;3;3;send;give;6,18;3,43;5,94;7,73;4,57;5,72
3;3;3;send;say;6,18;3,43;5,94;5,91;4,43;6,88
4;4;4;send;rule;6,18;3,43;5,94;4,5;3,67;3,61
6;3;4;send;push;6,18;3,43;5,94;5,39;4,4;4,06
6;6;6;ride;sit;6,27;5,1;5,28;5,82;3,19;6,06
16;7;16;ride;drive;6,27;5,1;5,28;6,5;4,19;5,67
10;7;10;push;squeeze;5,39;4,4;4,06;4,85;3,91;6
7;4;7;push;pull;5,39;4,4;4,06;5,59;4,1;6
5;3;5;push;dig;5,39;4,4;4,06;5,28;3,67;4,67
3;3;3;push;split;5,39;4,4;4,06;4,5;5,55;5,79
6;5;6;push;grind;5,39;4,4;4,06;5,2;3,43;4,58
19;8;18;push;press;5,39;4,4;4,06;5,39;2,8;4,78
3;3;3;push;pound;5,39;4,4;4,06;4,62;4,26;6,11
30;3;27;push;refuse;5,39;4,4;4,06;3,42;4,32;4,5
7;3;7;push;rub;5,39;4,4;4,06;6,63;4,35;6,78
5;3;5;push;wipe;5,39;4,4;4,06;4,58;3,54;5,43
153;43;133;road;path;5,59;3,81;6;5,71;3,74;4,62
22;7;20;road;manner;5,59;3,81;6;5,86;3,52;5,45
12;8;12;road;footprint;5,59;3,81;6;6;2,96;6,37
47;13;45;road;path or road;5,59;3,81;6;5,65;3,775;5,31
18;15;18;road;street;5,59;3,81;6;5,07;3,45;5,41
8;4;8;axle;spindle;4,67;2,45;5,3;4,44;3,55;5,21
198;24;181;canoe;boat;5,76;3,7;6,15;6,36;4,05;5,59
9;6;7;canoe;raft;5,76;3,7;6,15;5,7;4,55;5,76
5;4;5;canoe;trough;5,76;3,7;6,15;4,19;3,83;4,62
10;4;10;canoe;ship;5,76;3,7;6,15;6,14;3,94;5,84
9;6;8;row;paddle;5,48;3,39;6,06;5,38;4,17;5,43
12;7;12;row;oar;5,48;3,39;6,06;5,15;2,72;6,38
5;5;5;row;mix;5,48;3,39;6,06;5,71;2,86;5,56
3;3;3;row;drive;5,48;3,39;6,06;6,5;4,19;5,67
12;6;11;mast;post;4,85;3,71;5,32;5,05;3,58;6,32
3;3;3;port;bridge;5,55;3,38;5,92;5,44;3,48;4,78
21;10;20;have;hold;5,86;3,52;5,72;6,05;4,86;5,67
17;10;17;have;keep;5,86;3,52;5,72;6,32;3,43;5,71
9;9;9;have;get;5,86;3,52;5,72;6,09;3,67;5,65
4;3;4;have;sit;5,86;3,52;5,72;5,82;3,19;6,06
3;3;3;have;find;5,86;3,52;5,72;6,45;3,52;6,24
6;4;6;have;dwell (live, reside);5,86;3,52;5,72;4,75;3,14;5,3
14;3;14;have;rich;5,86;3,52;5,72;6,83;6,81;6,83
3;3;3;have;remain;5,86;3,52;5,72;5,68;3,2;6,58
8;7;8;have;be;5,86;3,52;5,72;6,18;3,43;5,5
51;26;49;take;hold;4,82;4,52;4,83;6,05;4,86;5,67
63;11;61;take;buy;4,82;4,52;4,83;6,82;4,29;6,78
96;27;94;take;get;4,82;4,52;4,83;6,09;3,67;5,65
3;3;3;take;do or make;4,82;4,52;4,83;5,75;3,67;6,285
73;31;65;take;seize;4,82;4,52;4,83;3,79;4,06;5,18
3;3;3;take;keep;4,82;4,52;4,83;6,32;3,43;5,71
54;29;53;take;catch;4,82;4,52;4,83;5,64;4;5,47
12;11;12;take;trap (catch);4,82;4,52;4,83;3,24;4,36;3,78
7;7;7;take;choose;4,82;4,52;4,83;6;3,6;6,83
3;3;3;take;drink;4,82;4,52;4,83;6,67;5,19;5,87
7;7;7;take;borrow;4,82;4,52;4,83;5,18;4,55;6,16
6;5;6;take;marry;4,82;4,52;4,83;7,09;5,52;5,67
4;3;4;take;smoke (exhaust);4,82;4,52;4,83;3,44;5;4,17
24;4;24;take;give;4,82;4,52;4,83;7,73;4,57;5,72
4;4;4;take;hunt;4,82;4,52;4,83;3,84;5,1;5,3
4;4;4;take;lead (guide);4,82;4,52;4,83;5,56;3,95;5,22
4;3;4;take;break (destroy or get destroyed);4,82;4,52;4,83;5,1;4,71;4,5
61;12;59;seize;trap (catch);3,79;4,06;5,18;3,24;4,36;3,78
161;36;150;seize;catch;3,79;4,06;5,18;5,64;4;5,47
145;23;140;seize;hold;3,79;4,06;5,18;6,05;4,86;5,67
10;4;10;seize;buy;3,79;4,06;5,18;6,82;4,29;6,78
3;3;3;seize;borrow;3,79;4,06;5,18;5,18;4,55;6,16
3;3;3;seize;sing;3,79;4,06;5,18;7,5;4,1;6,67
21;10;21;seize;get;3,79;4,06;5,18;6,09;3,67;5,65
5;5;5;seize;embrace;3,79;4,06;5,18;7;5,82;6,58
5;5;5;seize;keep;3,79;4,06;5,18;6,32;3,43;5,71
3;3;3;seize;choose;3,79;4,06;5,18;6;3,6;6,83
3;3;3;seize;stretch;3,79;4,06;5,18;5;4,73;6,23
4;3;4;seize;cover;3,79;4,06;5,18;5,59;3,76;5,78
5;3;4;seize;gather;3,79;4,06;5,18;5,72;3,7;6,16
5;4;5;seize;pinch;3,79;4,06;5,18;3,5;4,44;4,77
8;8;8;seize;hunt;3,79;4,06;5,18;3,84;5,1;5,3
5;4;5;seize;touch;3,79;4,06;5,18;6,64;4,9;6,24
3;3;3;seize;rub;3,79;4,06;5,18;6,63;4,35;6,78
4;3;4;seize;build;3,79;4,06;5,18;6,33;3,38;6,5
4;4;4;hold;defend;6,05;4,86;5,67;6,3;4,55;6,64
3;3;3;hold;squeeze;6,05;4,86;5,67;4,85;3,91;6
44;9;44;hold;trap (catch);6,05;4,86;5,67;3,24;4,36;3,78
116;29;115;hold;catch;6,05;4,86;5,67;5,64;4;5,47
59;14;52;hold;keep;6,05;4,86;5,67;6,32;3,43;5,71
14;4;13;hold;preserve;6,05;4,86;5,67;4,9;3;6
8;3;8;hold;buy;6,05;4,86;5,67;6,82;4,29;6,78
5;3;5;hold;rule;6,05;4,86;5,67;4,5;3,67;3,61
14;9;10;hold;get;6,05;4,86;5,67;6,09;3,67;5,65
15;5;15;hold;embrace;6,05;4,86;5,67;7;5,82;6,58
6;4;6;hold;touch;6,05;4,86;5,67;6,64;4,9;6,24
3;3;3;hold;pinch;6,05;4,86;5,67;3,5;4,44;4,77
3;3;3;hold;dig;6,05;4,86;5,67;5,28;3,67;4,67
5;4;5;hold;fight;6,05;4,86;5,67;3,54;6,33;4,68
5;4;5;hold;build;6,05;4,86;5,67;6,33;3,38;6,5
4;3;4;hold;work (activity);6,05;4,86;5,67;5,05;4,33;6,12
4;3;4;hold;pull;6,05;4,86;5,67;5,59;4,1;6
10;6;10;get;see;6,09;3,67;5,65;6,27;3,9;6
5;5;5;get;gather;6,09;3,67;5,65;5,72;3,7;6,16
3;3;3;get;kill;6,09;3,67;5,65;1,81;6,81;3,61
35;16;34;get;find;6,09;3,67;5,65;6,45;3,52;6,24
19;13;19;get;catch;6,09;3,67;5,65;5,64;4;5,47
28;9;27;get;buy;6,09;3,67;5,65;6,82;4,29;6,78
14;8;14;get;earn;6,09;3,67;5,65;7;4,35;6,75
4;3;3;get;keep;6,09;3,67;5,65;6,32;3,43;5,71
5;5;5;get;choose;6,09;3,67;5,65;6;3,6;6,83
3;3;3;get;marry;6,09;3,67;5,65;7,09;5,52;5,67
10;8;10;get;meet;6,09;3,67;5,65;6,09;3,71;5,89
6;6;6;get;trap (catch);6,09;3,67;5,65;3,24;4,36;3,78
6;4;6;get;borrow;6,09;3,67;5,65;5,18;4,55;6,16
3;3;3;get;understand;6,09;3,67;5,65;6,68;3,52;6,71
4;3;4;get;want;6,09;3,67;5,65;6;5,29;5,39
158;25;146;keep;preserve;6,32;3,43;5,71;4,9;3;6
3;3;3;keep;catch;6,32;3,43;5,71;5,64;4;5,47
10;7;10;keep;put;6,32;3,43;5,71;5,09;3,86;5,94
5;4;4;keep;rescue;6,32;3,43;5,71;7,04;5;5,94
19;4;18;keep;defend;6,32;3,43;5,71;6,3;4,55;6,64
3;3;3;keep;hide (conceal);6,32;3,43;5,71;4,9;3,52;4,85
22;11;21;keep;guard;6,32;3,43;5,71;5,89;3,6;4,06
4;3;4;keep;hide (oneself);6,32;3,43;5,71;4,9;3,52;4,85
9;4;9;keep;protect;6,32;3,43;5,71;6,83;3,7;5,83
12;6;12;thing;tool;5,55;3,43;5,41;5,07;3,91;5,98
6;3;6;thing;word;5,55;3,43;5,41;5,77;4;6,22
3;3;3;thing;person;5,55;3,43;5,41;6,1;3,71;6
3;3;3;thing;food;5,55;3,43;5,41;7,52;4,69;6,08
7;5;6;thing;animal;5,55;3,43;5,41;7,06;4,3;5,72
37;8;37;thing;item;5,55;3,43;5,41;5,29;2,9;5,5
36;6;34;thing;affair;5,55;3,43;5,41;3,1;5,4;5,89
7;3;7;thing;work (labour);5,55;3,43;5,41;5,05;4,33;6,12
4;3;4;give;borrow;7,73;4,57;5,72;5,18;4,55;6,16
5;3;4;give;mother;7,73;4,57;5,72;7,53;4,73;6,11
5;4;5;give;die;7,73;4,57;5,72;1,67;6,9;3,28
5;4;5;give;kill;7,73;4,57;5,72;1,81;6,81;3,61
3;3;3;give;seed;7,73;4,57;5,72;6,38;3,68;5,19
11;6;11;give;hear;7,73;4,57;5,72;6,68;3,62;6,71
5;3;5;give;bone;7,73;4,57;5,72;5,24;4,75;6
7;5;7;give;permit;7,73;4,57;5,72;5,26;3,76;4,68
5;3;5;give;see;7,73;4,57;5,72;6,27;3,9;6
6;4;6;give;eye;7,73;4,57;5,72;6,18;3,95;5,72
9;4;9;give;surrender;7,73;4,57;5,72;3,73;4,58;3,88
19;14;17;give;lend;7,73;4,57;5,72;4,95;3,22;5,5
9;3;9;give;betray;7,73;4,57;5,72;2,52;5,33;3,86
11;6;11;give;allow or permit;7,73;4,57;5,72;5,26;3,76;4,68
28;7;28;give;pay;7,73;4,57;5,72;6,23;4,24;6,33
27;11;25;give;sell;7,73;4,57;5,72;5,33;4,19;5,88
9;7;9;give;share;7,73;4,57;5,72;6,22;3,2;6,44
21;8;18;give;put;7,73;4,57;5,72;5,09;3,86;5,94
6;6;6;give;say;7,73;4,57;5,72;5,91;4,43;6,88
16;7;14;give;do or make;7,73;4,57;5,72;5,75;3,67;6,285
4;3;4;give;sacrifice;7,73;4,57;5,72;4,76;4,95;5,6
9;6;9;give;drink;7,73;4,57;5,72;6,67;5,19;5,87
5;3;5;give;penis;7,73;4,57;5,72;5,3;5,9;6,21
3;3;3;give;speak;7,73;4,57;5,72;5,91;4,19;5,89
13;5;13;give;do;7,73;4,57;5,72;5,41;3,67;6,35
38;8;37;give;donate;7,73;4,57;5,72;6,7;3,25;6,71
6;4;6;destroy;grind;2,67;5,16;4,3;5,2;3,43;4,58
28;9;28;destroy;break (destroy or get destroyed);2,67;5,16;4,3;5,1;4,71;4,5
11;3;11;destroy;rub;2,67;5,16;4,3;6,63;4,35;6,78
9;7;9;destroy;misplace;2,67;5,16;4,3;3,15;4,83;4,14
9;5;7;destroy;kill;2,67;5,16;4,3;1,81;6,81;3,61
16;11;16;destroy;damage or injure;2,67;5,16;4,3;3,36;5,38;3,84
5;5;5;destroy;finish;2,67;5,16;4,3;6,41;3,81;6,44
12;9;11;destroy;damage;2,67;5,16;4,3;2,98;4,86;3,46
14;8;13;destroy;break (cleave);2,67;5,16;4,3;5,1;4,71;4,5
10;6;10;destroy;spoil (somebody or something);2,67;5,16;4,3;2,83;4,09;4,11
3;3;3;destroy;injure;2,67;5,16;4,3;3,74;5,9;4,22
8;4;7;damage or injure;pain;3,36;5,38;3,84;2;6,27;3,47
8;5;6;damage or injure;wound;3,36;5,38;3,84;3,24;4,65;3,64
3;3;3;damage or injure;bad;3,36;5,38;3,84;3,24;4,86;3,56
3;3;3;damage or injure;rotten;3,36;5,38;3,84;2,43;4,9;3,37
46;27;44;find;meet;6,45;3,52;6,24;6,09;3,71;5,89
31;22;31;find;see;6,45;3,52;6,24;6,27;3,9;6
4;3;4;find;know (something);6,45;3,52;6,24;6,82;3,24;5,78
6;3;6;find;earn;6,45;3,52;6,24;7;4,35;6,75
4;3;4;find;understand;6,45;3,52;6,24;6,68;3,52;6,71
4;4;4;find;look;6,45;3,52;6,24;5,95;3,76;5,88
6;5;6;misplace;forget;3,15;4,83;4,14;3,73;4,43;3,5
8;5;8;misplace;drop (something);3,15;4,83;4,14;4,23;4,67;4,82
3;3;3;misplace;hide (conceal);3,15;4,83;4,14;4,9;3,52;4,85
146;25;143;money;silver;7,1;6,86;6,32;7,48;4;7,05
50;22;49;money;coin;7,1;6,86;6,32;6,55;3,13;6,24
6;4;6;money;scale;7,1;6,86;6,32;5,06;3,8;5,17
16;5;16;money;iron;7,1;6,86;6,32;5,03;3,24;5,51
7;3;7;money;price;7,1;6,86;6,32;4,94;3,4;4,61
3;3;3;rich;wealth;6,83;6,81;6,83;7,33;5,24;6,53
12;4;12;poor;difficult;3,67;4,67;4;3,78;4,45;3,78
15;6;14;poor;beggar;3,67;4,67;4;2,92;4,29;4,16
5;5;5;poor;orphan;3,67;4,67;4;2,9;3,24;3,48
3;3;3;beggar;orphan;2,92;4,29;4,16;2,9;3,24;3,48
3;3;3;stingy;envy;2,53;4,73;4,54;3,05;4,35;3,16
95;12;83;stingy;greedy;2,53;4,73;4,54;2,1;4,76;4
5;4;5;stingy;hard;2,53;4,73;4,54;4,35;4,5;4,96
59;23;50;lend;borrow;4,95;3,22;5,5;5,18;4,55;6,16
18;7;17;borrow;ask (request);5,18;4,55;6,16;5,95;3,48;6,29
5;5;5;borrow;catch;5,18;4,55;6,16;5,64;4;5,47
10;4;10;borrow;hire or rent;5,18;4,55;6,16;7,09;5,65;6,42
4;3;4;borrow;owe;5,18;4,55;6,16;3,56;4,67;3,17
17;8;17;debt;owe;1,95;5,93;3,71;3,56;4,67;3,17
4;3;4;debt;blame;1,95;5,93;3,71;2,94;4,81;3,33
7;6;7;debt;bill;1,95;5,93;3,71;3,11;4;4
11;5;11;pay;sell;6,23;4,24;6,33;5,33;4,19;5,88
4;3;4;pay;trade or barter;6,23;4,24;6,33;5,775;4,595;6,355
13;11;12;pay;buy;6,23;4,24;6,33;6,82;4,29;6,78
6;4;6;pay;answer;6,23;4,24;6,33;6,1;4;5,95
4;3;4;pay;price;6,23;4,24;6,33;4,94;3,4;4,61
8;6;8;bill;count;3,11;4;4;5,89;2,3;5,17
5;5;5;bill;price;3,11;4;4;4,94;3,4;4,61
3;3;3;earn;victory;7;4,35;6,75;7,59;5,9;6,95
25;12;25;buy;sell;6,82;4,29;6,78;5,33;4,19;5,88
4;3;4;buy;cry;6,82;4,29;6,78;3,22;5,45;2,56
5;3;5;buy;want;6,82;4,29;6,78;6;5,29;5,39
9;4;9;buy;trade or barter;6,82;4,29;6,78;5,775;4,595;6,355
3;3;3;buy;change;6,82;4,29;6,78;5,09;4,05;5,81
3;3;3;buy;shout;6,82;4,29;6,78;5;6,29;5,85
4;3;4;buy;catch;6,82;4,29;6,78;5,64;4;5,47
4;4;4;buy;ask (request);6,82;4,29;6,78;5,95;3,48;6,29
3;3;3;sell;eye;5,33;4,19;5,88;6,18;3,95;5,72
25;7;25;sell;betray;5,33;4,19;5,88;2,52;5,33;3,86
24;10;23;sell;trade or barter;5,33;4,19;5,88;5,775;4,595;6,355
3;3;3;sell;change;5,33;4,19;5,88;5,09;4,05;5,81
25;19;25;trade or barter;change;5,775;4,595;6,355;5,09;4,05;5,81
10;8;8;market;store;6,21;3,55;5,77;5,94;3,43;5,44
3;3;3;market;town;6,21;3,55;5,77;5,59;3,81;5,47
4;3;4;price;punishment;4,94;3,4;4,61;2,76;5,07;4,11
30;9;30;price;expensive;4,94;3,4;4,61;3,36;6,1;6,21
9;4;8;expensive;hard;3,36;6,1;6,21;4,35;4,5;4,96
8;4;7;expensive;heavy;3,36;6,1;6,21;4,78;3,65;3,61
9;6;9;expensive;difficult;3,36;6,1;6,21;3,78;4,45;3,78
17;3;17;expensive;holy;3,36;6,1;6,21;6,06;3,37;4,78
3;3;3;expensive;tall;3,36;6,1;6,21;6,71;3,85;6,47
19;6;18;expensive;precious;3,36;6,1;6,21;6,84;3,64;5,75
10;5;10;cheap;light (weight);5,24;4,47;5,89;6,55;3,52;5,89
24;8;24;cheap;easy;5,24;4,47;5,89;7,47;3,82;6,79
3;3;3;cheap;low;5,24;4,47;5,89;4,39;2,21;3,11
134;19;131;share;divide;6,22;3,2;6,44;4,78;4,62;4,91
4;3;4;share;part;6,22;3,2;6,44;4,77;3,36;5,21
26;11;24;share;separate;6,22;3,2;6,44;3,95;3,91;4,14
4;3;4;share;split;6,22;3,2;6,44;4,5;5,55;5,79
26;3;26;weigh;pull;4,32;4,14;5;5,59;4,1;6
22;4;22;weigh;stretch;4,32;4,14;5;5;4,73;6,23
59;22;59;weigh;measure;4,32;4,14;5;5,14;4,36;5,41
4;3;4;weigh;try;4,32;4,14;5;5,64;4;5,94
3;3;3;weigh;taste (something);4,32;4,14;5;6,63;4,56;7,33
10;9;10;weigh;count;4,32;4,14;5;5,89;2,3;5,17
5;5;5;weigh;heavy;4,32;4,14;5;4,78;3,65;3,61
3;3;3;weigh;read;4,32;4,14;5;6,73;3,7;6,11
18;4;18;place (position);chair;5,86;3,52;6,53;5,89;2,86;5,28
15;7;15;place (position);country;5,86;3,52;6,53;6,14;3,71;6,35
6;3;6;place (position);mainland;5,86;3,52;6,53;5,3;3,67;5,71
14;10;14;place (position);land;5,86;3,52;6,53;6,61;3,05;5,94
3;3;3;place (position);part;5,86;3,52;6,53;4,77;3,36;5,21
3;3;3;place (position);village;5,86;3,52;6,53;5,95;3,4;5,6
7;4;4;place (position);put;5,86;3,52;6,53;5,09;3,86;5,94
4;3;4;place (position);bed;5,86;3,52;6,53;7,16;3;6,73
5;5;5;place (position);floor;5,86;3,52;6,53;5,14;3,33;6,39
6;6;6;place (position);world;5,86;3,52;6,53;6,46;4,55;5,12
6;4;6;place (position);time;5,86;3,52;6,53;5,6;3,41;4,36
3;3;3;place (position);house;5,86;3,52;6,53;7,19;3,95;6,41
6;4;4;place (position);room;5,86;3,52;6,53;5,55;3,1;5,71
28;9;28;place (position);area;5,86;3,52;6,53;5,56;2,19;5,06
35;9;34;place (position);space (available);5,86;3,52;6,53;6,89;3,6;4,98
9;4;9;place (position);ground;5,86;3,52;6,53;5,28;2,35;5,5
18;6;18;put;do or make;5,09;3,86;5,94;5,75;3,67;6,285
5;3;5;put;plant (something);5,09;3,86;5,94;7,05;3,94;6,45
5;3;5;put;fold;5,09;3,86;5,94;5,19;3;6,67
3;3;3;put;allow or permit;5,09;3,86;5,94;5,26;3,76;4,68
5;4;5;put;gather;5,09;3,86;5,94;5,72;3,7;6,16
3;3;3;put;cause;5,09;3,86;5,94;5,14;3,48;5,17
3;3;3;put;remain;5,09;3,86;5,94;5,68;3,2;6,58
3;3;3;put;preserve;5,09;3,86;5,94;4,9;3;6
6;5;6;put;cook (something);5,09;3,86;5,94;7,12;4,33;6,25
152;19;149;sit;dwell (live, reside);5,82;3,19;6,06;4,75;3,14;5,3
5;3;5;sit;eat;5,82;3,19;6,06;7,1;4,38;7,26
4;3;4;sit;chair;5,82;3,19;6,06;5,89;2,86;5,28
27;13;27;sit;remain;5,82;3,19;6,06;5,68;3,2;6,58
5;3;5;sit;stand;5,82;3,19;6,06;5,27;3,1;5,89
5;5;5;sit;be alive or life;5,82;3,19;6,06;6,68;5,59;5,89
5;3;5;sit;set (heavenly bodies);5,82;3,19;6,06;5,23;3,1;5,81
6;4;6;stand;dwell (live, reside);5,27;3,1;5,89;4,75;3,14;5,3
7;3;7;stand;remain;5,27;3,1;5,89;5,68;3,2;6,58
29;15;28;stand;cease;5,27;3,1;5,89;3,95;3,64;5,17
3;3;3;stand;hear;5,27;3,1;5,89;6,68;3,62;6,71
11;8;11;stand;halt (stop);5,27;3,1;5,89;4,42;4,57;4,37
70;22;65;remain;dwell (live, reside);5,68;3,2;6,58;4,75;3,14;5,3
9;4;9;remain;cease;5,68;3,2;6,58;3,95;3,64;5,17
9;5;8;remain;be alive or life;5,68;3,2;6,58;6,68;5,59;5,89
4;3;4;remain;wait (for);5,68;3,2;6,58;4,55;3,62;5,31
5;5;5;remain;halt (stop);5,68;3,2;6,58;4,42;4,57;4,37
6;3;6;remain;become;5,68;3,2;6,58;6,32;3,43;6,18
3;3;3;remain;be;5,68;3,2;6,58;6,18;3,43;5,5
12;8;11;gather;mow;5,72;3,7;6,16;4,94;4,17;5,58
6;5;6;gather;choose;5,72;3,7;6,16;6;3,6;6,83
13;3;13;gather;fold;5,72;3,7;6,16;5,19;3;6,67
26;15;25;gather;join;5,72;3,7;6,16;5,83;3,9;4,94
5;3;5;gather;wrap;5,72;3,7;6,16;5,57;3,85;5,31
14;3;14;gather;sweep;5,72;3,7;6,16;5,27;3,89;5,76
3;3;3;gather;harvest;5,72;3,7;6,16;6,57;3,76;6,24
3;3;3;gather;steal;5,72;3,7;6,16;2,17;5,3;3
10;5;10;gather;pick;5,72;3,7;6,16;5,91;3,62;5,94
9;7;9;join;tie;5,83;3,9;4,94;5,33;3,1;5,17
5;4;5;join;meet;5,83;3,9;4,94;6,09;3,71;5,89
3;3;3;join;touch;5,83;3,9;4,94;6,64;4,9;6,24
3;3;3;join;split;5,83;3,9;4,94;4,5;5,55;5,79
3;3;3;join;kill;5,83;3,9;4,94;1,81;6,81;3,61
8;3;8;join;mix;5,83;3,9;4,94;5,71;2,86;5,56
21;6;20;join;connect;5,83;3,9;4,94;6,61;3,47;5,96
66;23;60;separate;divide;3,95;3,91;4,14;4,78;4,62;4,91
13;9;13;separate;split;3,95;3,91;4,14;4,5;5,55;5,79
3;3;3;separate;tear (shred);3,95;3,91;4,14;3,14;4,8;5,68
14;4;14;separate;divorce;3,95;3,91;4,14;2,49;5,39;4,02
4;4;4;separate;cut;3,95;3,91;4,14;3,9;5,07;4,55
3;3;3;separate;untie;3,95;3,91;4,14;4,95;2,8;5,18
9;3;9;separate;choose;3,95;3,91;4,14;6;3,6;6,83
21;10;19;divide;split;4,78;4,62;4,91;4,5;5,55;5,79
5;4;5;divide;cut;4,78;4,62;4,91;3,9;5,07;4,55
27;13;27;open;untie;6,14;4,43;6,17;4,95;2,8;5,18
44;22;43;shut;cover;4,5;4,05;5,61;5,59;3,76;5,78
3;3;3;shut;bury;4,5;4,05;5,61;1,95;5,55;4,79
10;5;9;shut;tie;4,5;4,05;5,61;5,33;3,1;5,17
8;5;8;cover;bury;5,59;3,76;5,78;1,95;5,55;4,79
6;5;6;cover;wrap;5,59;3,76;5,78;5,57;3,85;5,31
14;7;12;cover;hide (conceal);5,59;3,76;5,78;4,9;3,52;4,85
3;3;3;cover;squeeze;5,59;3,76;5,78;4,85;3,91;6
3;3;3;cover;split;5,59;3,76;5,78;4,5;5,55;5,79
4;3;4;cover;hide (oneself);5,59;3,76;5,78;4,9;3,52;4,85
9;6;9;high;deep;5,77;4,1;5,76;5,44;3,9;4,94
182;40;168;high;tall;5,77;4,1;5,76;6,71;3,85;6,47
11;10;11;high;big;5,77;4,1;5,76;5,64;4,33;5,61
11;8;11;high;top;5,77;4,1;5,76;6;4,33;6,25
4;3;4;high;heaven;5,77;4,1;5,76;7,5;4,23;5,22
6;4;6;high;sky;5,77;4,1;5,76;7,32;2,74;5,61
20;11;20;low;shallow;4,39;2,21;3,11;3,86;3;5,95
40;21;39;low;short;4,39;2,21;3,11;5,67;2,62;4,39
7;5;6;low;small;4,39;2,21;3,11;5,76;3,43;4,53
5;4;5;low;deep;4,39;2,21;3,11;5,44;3,9;4,94
12;7;10;low;bottom;4,39;2,21;3,11;3,61;3,19;3,44
17;5;14;edge;top;4,43;4,65;4,31;6;4,33;6,25
52;15;50;edge;side;4,43;4,65;4,31;5,32;3,14;5,82
25;9;25;edge;end (of space);4,43;4,65;4,31;4,73;3,95;4,41
7;3;7;edge;end (of time);4,43;4,65;4,31;4,73;3,95;4,41
15;5;15;edge;corner;4,43;4,65;4,31;4,83;3,38;4,88
28;8;28;edge;lip;4,43;4,65;4,31;6,38;4,6;5,95
22;11;18;edge;boundary;4,43;4,65;4,31;4,75;4,17;3,95
19;11;19;edge;mouth;4,43;4,65;4,31;5,59;4,14;6
3;3;3;edge;face;4,43;4,65;4,31;6,36;4,59;5,96
3;3;3;edge;tooth;4,43;4,65;4,31;5,06;3,52;4,89
37;10;35;edge;fringe;4,43;4,65;4,31;5,16;4,52;4,48
4;3;4;edge;border;4,43;4,65;4,31;4,68;4,3;4,74
15;5;15;side;part;5,32;3,14;5,82;4,77;3,36;5,21
8;3;8;side;country;5,32;3,14;5,82;6,14;3,71;6,35
5;3;5;side;face;5,32;3,14;5,82;6,36;4,59;5,96
5;3;5;side;rib;5,32;3,14;5,82;6,1;2,29;5
5;4;4;side;boundary;5,32;3,14;5,82;4,75;4,17;3,95
9;7;9;side;wall (of house);5,32;3,14;5,82;5,06;2,9;4,22
5;3;4;east;dawn;6,33;2,5;5,17;6,74;3,1;4,98
4;3;4;west;evening;5,72;3,05;4,94;7,09;3,1;5,22
17;12;17;north;south;5,72;2,15;5;6,11;3,48;4,89
3;3;3;north;bottom;5,72;2,15;5;3,61;3,19;3,44
17;3;17;south;midday;6,11;3,48;4,89;5,37;3,63;4,9
5;3;4;south;right;6,11;3,48;4,89;7,32;5;7,16
7;5;7;grow;plant (something);6,28;2,6;5,5;7,05;3,94;6,45
36;7;36;grow;big;6,28;2,6;5,5;5,64;4,33;5,61
13;4;13;grow;increase;6,28;2,6;5,5;5,9;5,06;6,09
3;3;3;grow;raise (a child);6,28;2,6;5,5;7,22;5,1;5,44
13;10;13;measure;try;5,14;4,36;5,41;5,64;4;5,94
24;16;24;measure;count;5,14;4,36;5,41;5,89;2,3;5,17
6;5;6;measure;taste (something);5,14;4,36;5,41;6,63;4,56;7,33
3;3;3;measure;guess;5,14;4,36;5,41;5,18;3,86;4,89
4;3;4;measure;painting;5,14;4,36;5,41;6,9;3,25;7,32
6;5;6;measure;imitate;5,14;4,36;5,41;5,44;3,95;5,04
13;6;13;big;fat (obese);5,64;4,33;5,61;2,74;3,89;4
64;27;60;big;wide;5,64;4,33;5,61;4,58;3,05;6,2
33;16;33;big;thick;5,64;4,33;5,61;4,63;3,13;5,72
13;8;12;big;old;5,64;4,33;5,61;3,19;4,48;4,22
8;5;5;big;mighty or powerful or strong;5,64;4,33;5,61;6,635;5,275;6,745
22;11;20;big;tall;5,64;4,33;5,61;6,71;3,85;6,47
15;3;15;big;fat (organic substance);5,64;4,33;5,61;2,74;3,89;4
6;3;6;big;father;5,64;4,33;5,61;6,88;3,68;5,19
10;4;8;big;old (aged);5,64;4,33;5,61;3,19;4,48;4,22
44;24;42;small;narrow;5,76;3,43;4,53;4,95;4,53;5,19
25;13;25;small;short;5,76;3,43;4,53;5,67;2,62;4,39
5;3;5;small;egg;5,76;3,43;4,53;5,95;3,28;5,74
4;4;4;small;son;5,76;3,43;4,53;6,91;4,43;5
21;4;20;small;child;5,76;3,43;4,53;7,2;5,33;5,2
11;9;11;small;child (young human);5,76;3,43;4,53;7,2;5,33;5,2
9;7;8;small;baby;5,76;3,43;4,53;6,67;4,97;4,94
5;3;5;small;thin;5,76;3,43;4,53;5,47;4,5;5,33
29;12;28;small;young;5,76;3,43;4,53;6,31;4,09;5,6
14;6;14;small;thin (of shape of object);5,76;3,43;4,53;5,47;4,5;5,33
11;10;11;tall;deep;6,71;3,85;6,47;5,44;3,9;4,94
3;3;3;tall;top;6,71;3,85;6,47;6;4,33;6,25
5;5;5;short;wide;5,67;2,62;4,39;4,58;3,05;6,2
4;4;4;short;shallow;5,67;2,62;4,39;3,86;3;5,95
