nwords;th_neigh;val_lang;c.i1_val_lang;c.i2_val_lang;aro_lang;c.i1_aro_lang;c.i2_aro_lang;dom_lang;c.i1_dom_lang;c.i2_dom_lang;val_fam;c.i1_val_fam;c.i2_val_fam;aro_fam;c.i1_aro_fam;c.i2_aro_fam;dom_fam;c.i1_dom_fam;c.i2_dom_fam;val_mean;c.i1_val_mean;c.i2_val_mean;aro_mean;c.i1_aro_mean;c.i2_aro_mean;dom_mean;c.i1_dom_mean;c.i2_dom_mean;left_out
1159;1;0,730795714773716;0,702787372332899;0,756542016249347;0,639137553432533;0,603776073129187;0,671988610060291;0,668622097278198;0,635507378532342;0,699281465723437;0,727741846926622;0,699470945502271;0,753738659844891;0,637718081743557;0,602251257899964;0,670672397218904;0,671369171704619;0,638469491339472;0,701819796765059;0,729497457649374;0,701377347629757;0,755350371909672;0,634720144070764;0,599031683906674;0,667891861048318;0,671665711869466;0,63878930268107;0,702093757343138;51
1141;1;0,742788701545168;0,715601760171975;0,76772858020149;0,655708707357511;0,621317460247351;0,687578462301293;0,701829946836475;0,671130662149558;0,730126304919294;0,743701621597243;0,71659548331145;0,768564736121649;0,656249045101562;0,621899446641796;0,688078205800709;0,704536735358938;0,674062764044472;0,732616577914306;0,743728639424961;0,716624894179503;0,768589480824329;0,6553464916935;0,620927346633732;0,687243442104111;0,705090401482577;0,674662635723959;0,733125863788662;69
1162;1;0,703604618748774;0,673342081496433;0,731513383979617;0,644393705910592;0,609471481610725;0,676820145051913;0,663484985335193;0,630015777987771;0,694493989323264;0,709494792190613;0,679720589509433;0,736934578260902;0,641327671436136;0,606176459649904;0,673978260714351;0,664600360834996;0,631217493712475;0,695525397876458;0,710945357155331;0,68129210735339;0,738269106906543;0,643820867673578;0,608855769158535;0,676289259000409;0,665271140594587;0,631940275124081;0,696145619079944;48
1149;1;0,737719787694081;0,710186896548085;0,762999478868476;0,624595550189011;0,588002936236361;0,658636741581683;0,667565532618537;0,634218372772575;0,698433544461093;0,738206075081669;0,710715733852688;0,763445276240327;0,622433483784711;0,585683868464681;0,656629291184914;0,667788158437644;0,634458435296065;0,698639234273023;0,739290961554001;0,711895659371153;0,764439744545631;0,619988085404081;0,583061619094292;0,654358186689101;0,667480981861369;0,634127201437854;0,698355424470886;61
1130;1;0,717098995677937;0,687534172258023;0,744290340784889;0,625762268765008;0,588937286006523;0,659994213519467;0,635032850134691;0,598895029931136;0,6685896665964;0,719799024179298;0,6904655042142;0,746769125455139;0,624249648590172;0,587313606310981;0,658590898667285;0,637094568456675;0,601111088811913;0,670500022647119;0,722323109116028;0,693206691600015;0,749085706179728;0,624932201803824;0,5880462371041;0,659224158631371;0,640106187544441;0,60434915303718;0,673289746042222;80
1144;1;0,729713264142226;0,701419903122692;0,755710502212082;0,635879159491753;0,600034603069472;0,669175547298366;0,64727711376384;0,612288660986394;0,679735285643721;0,728154908144773;0,699726738307452;0,754280742133374;0,636602965892274;0,600812274911773;0,669846524414122;0,648228725554299;0,613312509489847;0,68061630684855;0,730752382250276;0,70254908978296;0,756663734344967;0,634280764876226;0,59831749639777;0,667693624179821;0,650303500743664;0,615545187451004;0,682536850471594;66
1140;1;0,722454736230551;0,69348325104827;0,749093594085221;0,640105416768347;0,604511628554941;0,673148342036751;0,647263626827777;0,612210400528287;0,679777654841745;0,7228364363269;0,6938977140742;0,749443987707305;0,6386973527743;0,602998014910913;0,671843690009107;0,64801889879136;0,613023095688745;0,680476812451285;0,725599005784297;0,696897978223076;0,751979531078825;0,636172461227824;0,600284498935219;0,669503718033716;0,645841750473574;0,610680620093711;0,678461259104714;70
1155;1;0,727090721845354;0,698712823864132;0,753184096389361;0,670886405733017;0,637889562469129;0,701424571416023;0,655411733376836;0,621215120802165;0,687116903452145;0,726079404767231;0,697614758838603;0,752255602890476;0,673615271751979;0,640833212956942;0,703945093008519;0,658506016608912;0,624546832370104;0,689979803215234;0,726025944397132;0,69755671650856;0,752206517857425;0,671139075631298;0,638162079093896;0,701657982475246;0,6565663876288;0,622458228589208;0,688185330445706;55
1124;1;0,73843197084865;0,710643752858665;0,763919846545569;0,639476527384289;0,603572868705229;0,672791972097962;0,650325292424403;0,615248487718805;0,682832162673979;0,745527367238938;0,718370827270382;0,770415157366254;0,639883115659881;0,604010168121819;0,673168478214188;0,653736467169501;0,618922832686044;0,685986562163229;0,744639128568545;0,717403144789854;0,769602323336746;0,637753774696263;0,601720229663141;0,671196488857994;0,653156715914675;0,618298246452613;0,685450537020385;86
1145;1;0,728017608247921;0,699590550185392;0,754143802101022;0,65244955447753;0,617870865433589;0,684509401959186;0,665246896625487;0,631657634046962;0,696343180494072;0,728644508906517;0,700271608249147;0,754719031394149;0,651438999296154;0,616783084218727;0,683574215232371;0,666478036397557;0,63298508060472;0,69748073194215;0,727602030459871;0,699139099458702;0,753762455603103;0,649987320766137;0,615220700889731;0,682230620004395;0,663535899635444;0,629813120118465;0,694761989943924;65
