nwords;th_neigh;val_lang;c.i1_val_lang;c.i2_val_lang;aro_lang;c.i1_aro_lang;c.i2_aro_lang;dom_lang;c.i1_dom_lang;c.i2_dom_lang;val_fam;c.i1_val_fam;c.i2_val_fam;aro_fam;c.i1_aro_fam;c.i2_aro_fam;dom_fam;c.i1_dom_fam;c.i2_dom_fam;val_mean;c.i1_val_mean;c.i2_val_mean;aro_mean;c.i1_aro_mean;c.i2_aro_mean;dom_mean;c.i1_dom_mean;c.i2_dom_mean;left_out
2128;1;0,685502779286633;0,662302590837929;0,707389654830579;0,481608325780602;0,448290375079063;0,513589953613573;0,575417640440613;0,546282612586382;0,60316193259257;0,684557304694249;0,66130138489842;0,706498521158239;0,482684449263024;0,449409960307851;0,514621436420471;0,575704024651682;0,546582992669389;0,603434313698902;0,686514691977657;0,663374242897408;0,708343331009852;0,480455745787231;0,447091361392267;0,512485083399628;0,577373248509455;0,54833394224969;0,605021790056337;49
2152;1;0,679694920312755;0,656289252955138;0,701793697599199;0,465123735004564;0,431346877626773;0,497598516356258;0,552977495823305;0,522942070273763;0,581641371498767;0,679185798313119;0,65575055254599;0,701313455266898;0,464789767286471;0,431000010669841;0,497277867877778;0,553487919824572;0,523476266274264;0,582127872941414;0,680494679856321;0,657135524235012;0,702548050663223;0,466171656584564;0,432435339177927;0,498604587305165;0,558603621001048;0,528831524778495;0,587002678950879;25
2150;1;0,671525023119718;0,647636160095906;0,694095010581825;0,47056537185404;0,436984172509252;0,502836590633583;0,569091030182617;0,539803502477074;0,597002479535427;0,67213449865062;0,648280633895974;0,694670257822968;0,46875620773855;0,435104336401964;0,501100290602095;0,567375698007881;0,538005911397526;0,595369603265045;0,674010343393196;0,650264410880084;0,696440573818954;0,467462384498483;0,43376015200859;0,499858416366231;0,568629392949235;0,539319701118749;0,596563055916731;27
2151;1;0,679735286040545;0,656326363326759;0,701836766071405;0,458874476791439;0,424849836906345;0,491604481055457;0,581356080606993;0,552671351741056;0,608665015912922;0,6854337660342;0,662357635494011;0,707210540339995;0,462357433330744;0,42846599703844;0,494949701901457;0,582802102342927;0,554188520266355;0,610039971744679;0,683343979104458;0,660145457284739;0,705240123924903;0,461173967896052;0,42723714888612;0,493813145703034;0,583555118576852;0,554978661497174;0,610755915444183;26
2157;1;0,669302780877091;0,645326741017553;0,691961476365051;0,482733129046069;0,449689747534863;0,514456949726173;0,578406150432454;0,549618005965145;0,605822247336456;0,668557701964629;0,6445391456369;0,691258006662108;0,480273981033151;0,447132082449384;0,512098992809213;0,579173437378798;0,5504227631603;0,606552075518616;0,668234971114662;0,6441980146041;0,690953285481049;0,482557001732219;0,449506546285067;0,514288085795267;0,582344672315702;0,553749431308334;0,609568002148134;20
2159;1;0,670071145154579;0,6461504161282;0,692676694424471;0,471114539549026;0,437626306386942;0,503297600062347;0,559731742833988;0,53006218648278;0,588032463873544;0,671059264453778;0,647195042403233;0,693609531963787;0,468108211682854;0,434502795365298;0,500412084252091;0,561012490723481;0,531403313373549;0,589252564953111;0,669293384463905;0,645328241143475;0,691942393482001;0,468122650641085;0,434517795205693;0,500425944682785;0,563270838810585;0,533768489664335;0,591403660518778;18
2150;1;0,668899331698321;0,644860082832356;0,691616448999791;0,491744098701284;0,459012050385669;0,523142994157603;0,560461673973233;0,530763032048538;0,588785590504511;0,668417799752149;0,644351040079031;0,691161841486837;0,490891505073919;0,45812449429403;0,52232620586677;0,560780816298698;0,53109725843663;0,589089582705703;0,669753218028704;0,645762805705511;0,692422546774172;0,492541136707224;0,459841831768587;0,523906507766508;0,563713319282951;0,534168796802235;0,591882500718922;27
2139;1;0,659042897064439;0,634379783388743;0,682365672357951;0,46302258688041;0,429059931248387;0,495677925373818;0,543226721057821;0,512647004033228;0,57243003300634;0,66053275079302;0,635953757807194;0,683773039565082;0,461178858028411;0,427145250575941;0,493907533737435;0,546534716786741;0,516107019781392;0,575584700013774;0,660203702391434;0,635606112954309;0,683462223974222;0,463066389181949;0,429105422896277;0,495719982069937;0,546895447117799;0,516484387651809;0,575928657875427;38
2150;1;0,662047785228255;0,637619101484391;0,685146306256697;0,455916013977253;0,421770986551436;0,488769748438942;0,554607160053291;0,524633446760615;0,583207576330676;0,658528563186062;0,633901527732083;0,681821570548679;0,453361082506572;0,419119687661663;0,486314660278316;0,553484836337477;0,523458746106766;0,582137950076258;0,661407720827803;0,636942876872076;0,684541685981118;0,450997101341331;0,416667061406105;0,484042596816382;0,558881255422454;0,52910805212758;0,587280078495767;27
2145;1;0,634342908684279;0,608352380781828;0,658974365714058;0,43143007026698;0,396343883696157;0,46525791990409;0,538041963592046;0,507270120394451;0,567443556797067;0,634610933373185;0,608634894393292;0,659228100213278;0,432259247249157;0,397202681116405;0,466056165783593;0,53861084003388;0,507864765607262;0,567986396633252;0,635588974185402;0,609665862166693;0,660153947574823;0,430335558283643;0,395210366799979;0,464204152662445;0,543552640675939;0,513031651400845;0,572700943519073;32
