Word;Valence_lang;Arousal_lang;Dominance_lang;Valence_fam;Arousal_fam;Dominance_fam;Valence_mean;Arousal_mean;Dominance_mean;Valence;Arousal;Dominance
mastermind;0;0;0;0;0;0;0;0;0;0,792;0,625;0,918
einstein;0,6568;0,4092;0,7054;0,6585;0,4145;0,725;0,6585;0,4145;0,725;NA;NA;NA
false;0;0;0;0;0;0;0;0;0;0,12;0,404;0,24
according;0,49;0,21;0,25;0,49;0,21;0,25;0,49;0,21;0,25;NA;NA;NA
according to;0,49;0,21;0,25;0,49;0,21;0,25;0,49;0,21;0,25;NA;NA;NA
suggest;0;0;0;0;0;0;0;0;0;0,573;0,471;0,517
evoke;0;0;0;0;0;0;0;0;0;0,438;0,341;0,5
await;0;0;0;0;0;0;0;0;0;0,448;0,264;0,276
deep;0;0;0;0;0;0;0;0;0;0,49;0,473;0,657
chapter;0;0;0;0;0;0;0;0;0;0,58;0,308;0,461
only;0,413437180094012;0,313985826929188;0,335092922786429;0,476344452799838;0,345531644450742;0,385391324084742;0,469433282166302;0,339833242882289;0,381222678357245;NA;NA;NA
assail;0,2265;0,898;0,61;0,2265;0,898;0,61;0,2265;0,898;0,61;NA;NA;NA
assault;0;0;0;0;0;0;0;0;0;0,167;0,848;0,55
attack;0;0;0;0;0;0;0;0;0;0,286;0,948;0,67
cranium;0;0;0;0;0;0;0;0;0;0,439;0,491;0,725
braincase;0,276;0,558;0,574;0,276;0,558;0,574;0,276;0,558;0,574;NA;NA;NA
expect;0;0;0;0;0;0;0;0;0;0,469;0,327;0,377
anticipate;0;0;0;0;0;0;0;0;0;0,622;0,469;0,667
hate;0;0;0;0;0;0;0;0;0;0,031;0,802;0,43
distaste;0;0;0;0;0;0;0;0;0;0,184;0,625;0,37
character;0;0;0;0;0;0;0;0;0;0,667;0,373;0,686
invitation;0;0;0;0;0;0;0;0;0;0,802;0,549;0,647
abhor;0;0;0;0;0;0;0;0;0;0,125;0,602;0,349
execrate;0,0668181818181818;0,7402;0,410709090909091;0,0699583333333333;0,73725;0,407541666666666;0,0625;0,744857142857143;0,411642857142857;NA;NA;NA
category;0,611076923076923;0,378769230769231;0,538153846153846;0,578875;0,363;0,491125;0,62475;0,374;0,5645;NA;NA;NA
leak;0;0;0;0;0;0;0;0;0;0,378;0,833;0,52
construe;0;0;0;0;0;0;0;0;0;0,602;0,519;0,553
bedspread;0,406666666666667;0,263666666666667;0,489666666666667;0,4275;0,2755;0,499;0,406666666666667;0,263666666666667;0,489666666666667;NA;NA;NA
flat;0;0;0;0;0;0;0;0;0;0,408;0,236;0,303
fall in;0,725267428608874;0,446689048024154;0,59561518440377;0,725295600034592;0,446658384206519;0,595616334918027;0,725293503072789;0,446657295009638;0,595615080270804;NA;NA;NA
join;0;0;0;0;0;0;0;0;0;0,729;0,479;0,684
joint;0;0;0;0;0;0;0;0;0;0,615;0,392;0,566
doobie;0,615;0,392;0,566;0,615;0,392;0,566;0,615;0,392;0,566;NA;NA;NA
j;0,615;0,392;0,566;0,615;0,392;0,566;0,615;0,392;0,566;NA;NA;NA
jay;0;0;0;0;0;0;0;0;0;0,531;0,408;0,389
bid;0;0;0;0;0;0;0;0;0;0,76;0,53;0,655
functioning;0,286;0,769;0,6;0,286;0,769;0,6;0,285999997869134;0,768999994270503;0,599999995529652;NA;NA;NA
tear;0,478999999997645;0,320999999998422;0,290999999998569;0,479;0,321;0,291;0,479;0,321;0,291;NA;NA;NA
bribery;0;0;0;0;0;0;0;0;0;0,135;0,775;0,585
homo;0;0;0;0;0;0;0;0;0;0,531;0,368;0,415
calculate;0;0;0;0;0;0;0;0;0;0,49;0,452;0,44
lose;0;0;0;0;0;0;0;0;0;0,115;0,538;0,176
cryptolect;0,449136363636364;0,444590909090909;0,473204545454545;0,451190476190476;0,442761904761905;0,474428571428571;0,454666666666667;0,439666666666667;0,4765;NA;NA;NA
cant;0,419272727272727;0,471181818181818;0,455409090909091;0,423380952380952;0,46752380952381;0,457857142857143;0,430333333333333;0,461333333333333;0,462;NA;NA;NA
argot;0,449136363636364;0,444590909090909;0,473204545454545;0,451190476190476;0,442761904761905;0,474428571428571;0,454666666666667;0,439666666666667;0,4765;NA;NA;NA
grief;0,052;0,235;0,164;0,052;0,235;0,164;0,052;0,235;0,164;NA;NA;NA
disseminate;0;0;0;0;0;0;0;0;0;0,562;0,608;0,75
celestial orbit;0,582858081623242;0,613670624855891;0,734508877103989;0,566127831715189;0,615001618122956;0,730396440129424;0,566110236220451;0,615026246719138;0,730475065616771;NA;NA;NA
electron orbit;0,582858081623242;0,613670624855891;0,734508877103989;0,566127831715189;0,615001618122956;0,730396440129424;0,566110236220451;0,615026246719138;0,730475065616771;NA;NA;NA
atomic orbital;0,582858081623242;0,613670624855891;0,734508877103989;0,566127831715189;0,615001618122956;0,730396440129424;0,566110236220451;0,615026246719138;0,730475065616771;NA;NA;NA
cranial orbit;0,582858081623242;0,613670624855891;0,734508877103989;0,566127831715189;0,615001618122956;0,730396440129424;0,566110236220451;0,615026246719138;0,730475065616771;NA;NA;NA
eye socket;0,582858081623242;0,613670624855891;0,734508877103989;0,566127831715189;0,615001618122956;0,730396440129424;0,566110236220451;0,615026246719138;0,730475065616771;NA;NA;NA
email;0;0;0;0;0;0;0;0;0;0,698;0,23;0,456
e-mail;0,734;0,3345;0,569;0,734;0,3345;0,569;0,734;0,3345;0,569;NA;NA;NA
meager;0;0;0;0;0;0;0;0;0;0,144;0,389;0,281
garbage;0;0;0;0;0;0;0;0;0;0,188;0,51;0,192
foundation;0,545228596945448;0,377637666554575;0,518412122885631;0,518190696799039;0,400766917238807;0,509138110339622;0,522772628552437;0,396063224247831;0,516153907391234;NA;NA;NA
railway station;0,688;0,367;0,519;0,688;0,367;0,519;0,688;0,367;0,519;NA;NA;NA
chart;0;0;0;0;0;0;0;0;0;0,469;0,317;0,33
modern;0;0;0;0;0;0;0;0;0;0,855;0,423;0,691
consent;0;0;0;0;0;0;0;0;0;0,75;0,5;0,62
count;0;0;0;0;0;0;0;0;0;0,594;0,389;0,492
aged;0,41;0,279;0,315;0,41;0,279;0,315;0,41;0,279;0,315;NA;NA;NA
pebble;0,216;0,183;0,561;0,216;0,183;0,561;0,216;0,183;0,561;NA;NA;NA
above;0,616530481240583;0,427581971461804;0,502274812155602;0,612672832918906;0,429745925030582;0,495054182483928;0,608659265911757;0,432296448801433;0,486708923687047;NA;NA;NA
agree;0;0;0;0;0;0;0;0;0;0,906;0,26;0,545
guide;0;0;0;0;0;0;0;0;0;0,688;0,315;0,62
select;0;0;0;0;0;0;0;0;0;0,615;0,406;0,602
depart;0;0;0;0;0;0;0;0;0;0,398;0,48;0,444
being;0,587543826219512;0,611868950076219;0,539196074695122;0,584858902400998;0,601188961646398;0,532925319613346;0,578543604651163;0,575830910852713;0,518032945736434;NA;NA;NA
rendering;0,541884615384616;0,503115384615385;0,605076923076923;0,564333333333333;0,486333333333333;0,603333333333333;0,5815;0,4735;0,602;NA;NA;NA
interlingual rendition;0,541884615384616;0,503115384615385;0,605076923076923;0,564333333333333;0,486333333333333;0,603333333333333;0,5815;0,4735;0,602;NA;NA;NA
mesa;0;0;0;0;0;0;0;0;0;0,604;0,191;0,319
lethal;0;0;0;0;0;0;0;0;0;0,156;0,8;0,745
deadly;0;0;0;0;0;0;0;0;0;0,143;0,849;0,554
deathly;0,196;0,786;0,51;0,196;0,786;0,51;0,196;0,786;0,51;NA;NA;NA
nucleus;0;0;0;0;0;0;0;0;0;0,529;0,296;0,667
deposit;0;0;0;0;0;0;0;0;0;0,54;0,379;0,483
lot;0;0;0;0;0;0;0;0;0;0,531;0,215;0,37
screenplay;0,61;0,45;0,527;0,61;0,45;0,527;0,61;0,45;0,527;NA;NA;NA
scenario;0;0;0;0;0;0;0;0;0;0,667;0,51;0,683
festival;0,821;0,568;0,5825;0,821;0,568;0,5825;0,821;0,568;0,5825;NA;NA;NA
convoy;0;0;0;0;0;0;0;0;0;0,5;0,671;0,639
return;0,706168642784325;0,482089892307111;0,662166103799667;0,691182904125902;0,483734951907678;0,646324697486171;0,688670360954918;0,48333950177876;0,644494966953956;NA;NA;NA
cataclysm;0,082;0,892;0,433;0,082;0,892;0,433;0,082;0,892;0,433;NA;NA;NA
hole;0;0;0;0;0;0;0;0;0;0,531;0,31;0,33
exercise;0,647257879227523;0,535560373581192;0,607042504055151;0,621558149460278;0,510948930769405;0,591101778160638;0,621286730843345;0,511705799567592;0,590957266864478;NA;NA;NA
excited;0;0;0;0;0;0;0;0;0;0,908;0,931;0,709
by means of;0,519999994666902;0,508999994779718;0,308999996830909;0,519999999012358;0,508999999033251;0,308999999413113;0,519999999989207;0,508999999989435;0,308999999993586;NA;NA;NA
endeavour;0,609621284187765;0,540328175799322;0,582902751830925;0,621082023386302;0,534174369297983;0,584423309204609;0,624755669442423;0,530666367712815;0,581357335041409;NA;NA;NA
try;0;0;0;0;0;0;0;0;0;0,604;0,551;0,556
taste;0;0;0;0;0;0;0;0;0;0,802;0,406;0,465
alluring;0;0;0;0;0;0;0;0;0;0,837;0,745;0,843
query;0;0;0;0;0;0;0;0;0;0,521;0,42;0,467
certainly;0,758653851757384;0,337466545222483;0,753767591024143;0,757215487017318;0,327101888059007;0,771828008297914;0,769821292775665;0,333395437262357;0,745854245880862;NA;NA;NA
mystery;0;0;0;0;0;0;0;0;0;0,417;0,667;0,519
borrow;0;0;0;0;0;0;0;0;0;0,398;0,573;0,282
